category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,Electrical,What is a rectifier?,Circuit that converts AC to DC,Circuit that amplifies signals,Circuit that filters noise,Circuit that stores charge,0
Question Bank,Electrical,What is the purpose of a relay?,Electrically controlled switch,Voltage regulator,Current amplifier,Power supply,0
Question Bank,Electrical,What is frequency in AC systems?,Number of cycles per second measured in Hz,Peak voltage,Phase angle,Power factor,0
Question Bank,Electrical,What is a motor starter?,Device that limits inrush current when starting a motor,Backup power supply,Voltage booster,Circuit breaker variant,0
Question Bank,Electrical,What does EMF stand for?,Electromotive Force,Electrical Magnitude Factor,Electromagnetic Frequency,Energy Momentum Force,0
Question Bank,Electrical,What is a voltage divider?,Circuit that produces a fraction of input voltage,Circuit that multiplies voltage,Circuit that rectifies voltage,Circuit that measures frequency,0
Question Bank,Electrical,What is Lenz's law?,Induced EMF opposes the change causing it,Induced EMF aids the change causing it,Current is proportional to voltage,Resistance increases with temperature,0
Question Bank,Electrical,What is the purpose of a UPS?,Provide backup power during outages,Increase voltage,Convert voltage,Measure power,0
Question Bank,Electrical,What is a Zener diode primarily used for?,Voltage regulation,Current amplification,Rectification,Signal generation,0
Question Bank,Electrical,What is skin effect in AC conductors?,Current concentration near conductor surface at high frequency,Uniform current distribution,DC resistance increase,Inductance reduction,0
