category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,Nursing,What is sepsis?,Life-threatening response to infection causing organ dysfunction,A localised skin infection,A viral illness,A minor bacterial infection,0
Question Bank,Nursing,What is the purpose of hand hygiene in nursing?,Prevent transmission of healthcare-associated infections,Improve patient satisfaction only,Clean wounds,Prepare medications,0
Question Bank,Nursing,What does HIPAA protect in the US healthcare context?,Patient health information privacy,Hospital financial records,Nursing license information,Drug prescriptions,0
Question Bank,Nursing,What is a colostomy?,Surgical opening in the abdomen for waste elimination,A type of catheter,An IV line,A drainage tube in the chest,0
Question Bank,Nursing,What is the primary purpose of a Foley catheter?,Drain urine from the bladder,Administer medication,Monitor blood pressure,Deliver IV fluids,0
Question Bank,Nursing,What is palliative nursing care focused on?,Improving quality of life and managing symptoms for serious illness,Curing the underlying disease,Performing diagnostic tests,Administering chemotherapy,0
Question Bank,Nursing,What is the normal blood oxygen saturation (SpO2) range?,95-100%,80-85%,70-75%,85-90%,0
Question Bank,Nursing,What does the nursing process acronym ADPIE stand for?,Assessment Diagnosis Planning Implementation Evaluation,Admission Diagnosis Planning Intervention Examination,Assessment Data Planning Intervention Education,Analysis Diagnosis Preparation Intervention Evaluation,0
Question Bank,Nursing,What is a bolus in medication administration?,A single large dose given rapidly,A slow continuous infusion,A tablet taken orally,A topical application,0
Question Bank,Nursing,What is the purpose of incentive spirometry?,Encourage deep breathing to prevent atelectasis,Measure blood pressure,Administer inhaled drugs,Monitor heart rate,0
Question Bank,Nursing,What is an allergy vs an adverse drug reaction?,Allergy involves immune response; ADR is any undesired drug effect,They are the same thing,ADR involves immune response; allergy is any drug side effect,Allergy is more dangerous by definition,0
Question Bank,Nursing,What is the purpose of the pain scale (0-10) in nursing?,Assess and document pain intensity to guide management,Measure blood pressure,Identify infection,Monitor fluid balance,0
Question Bank,Nursing,What is therapeutic communication?,Communication techniques that promote patient wellbeing and trust,Giving medical advice,Discussing diagnosis with colleagues,Writing nursing notes,0
Question Bank,Nursing,What is fluid balance monitoring?,Tracking fluid intake and output to assess hydration status,Measuring body weight only,Monitoring blood sugar,Recording vital signs,0
Question Bank,Nursing,What is the purpose of compression stockings in post-operative care?,Prevent deep vein thrombosis by improving venous return,Reduce surgical pain,Prevent wound infection,Improve mobility,0
Question Bank,Nursing,What is the Trendelenburg position?,Patient supine with feet elevated above head,Patient sitting upright,Patient lying on side,Patient prone face-down,0
