category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,Bioscience,What is GLP?,Good Laboratory Practice,General Learning Program,Global Logic Protocol,Great Living Plan,0
Career Questions,Bioscience,Which instrument is fundamental in microbiology labs?,Calculator,Autoclave and microscope,Hammer,Sewing machine,1
Career Questions,Bioscience,What does peer review mean in scientific publishing?,Friends reviewing your social media,Expert evaluation of research before publication,Reading reviews online,Customer feedback,1
Question Bank,Bioscience,What is the powerhouse of the cell?,Mitochondria,Nucleus,Ribosome,Golgi apparatus,0
Question Bank,Bioscience,What molecule carries genetic information in most organisms?,DNA,RNA,Protein,Lipid,0
Question Bank,Bioscience,What is the process by which cells divide to produce genetically identical cells?,Mitosis,Meiosis,Binary fission,Budding,0
Question Bank,Bioscience,What does PCR stand for?,Polymerase Chain Reaction,Protein Cell Replication,Plasma Cell Reaction,Proton Chain Reaction,0
Question Bank,Bioscience,What is the pH of a neutral solution?,7,0,14,5.5,0
Question Bank,Bioscience,What is an enzyme?,A biological catalyst that speeds up chemical reactions,A structural protein,A lipid molecule,A nucleic acid,0
Question Bank,Bioscience,What does ATP stand for?,Adenosine Triphosphate,Amino Transfer Protein,Active Transport Phosphate,Adenine Terminal Phosphate,0
Question Bank,Bioscience,What is osmosis?,Movement of water through a semipermeable membrane from low to high solute concentration,Movement of solutes across a membrane,Active transport of ions,Movement of gases in respiration,0
Question Bank,Bioscience,What is the Central Dogma of molecular biology?,DNA to RNA to Protein,Protein to DNA to RNA,RNA to DNA to Protein,Protein to RNA to DNA,0
Question Bank,Bioscience,What organelle is responsible for protein synthesis?,Ribosome,Mitochondria,Nucleus,Lysosome,0
Question Bank,Bioscience,What is CRISPR-Cas9 used for?,Gene editing,Protein synthesis,Cell division,DNA replication,0
Question Bank,Bioscience,What are the monomers of DNA called?,Nucleotides,Amino acids,Fatty acids,Monosaccharides,0
Question Bank,Bioscience,What is gel electrophoresis used for?,Separating DNA or proteins by size,Amplifying DNA,Editing genes,Synthesising proteins,0
Question Bank,Bioscience,What is a plasmid?,Small circular DNA found in bacteria,A type of ribosome,An organelle in plant cells,A membrane protein,0
Question Bank,Bioscience,What is homeostasis?,Maintenance of stable internal conditions,Process of photosynthesis,Type of cell division,Immune response,0
Question Bank,Bioscience,What type of bond holds complementary base pairs in DNA?,Hydrogen bonds,Covalent bonds,Ionic bonds,Peptide bonds,0
Question Bank,Bioscience,What is bioremediation?,Using organisms to clean up environmental pollution,Using chemicals to clean pollutants,Growing crops in contaminated soil,Filtering water with machines,0
Question Bank,Bioscience,What is a zoonotic disease?,A disease that can be transmitted from animals to humans,A disease caused by soil bacteria,A disease only affecting plants,A waterborne disease,0
Question Bank,Bioscience,What is the function of the Golgi apparatus?,Package and modify proteins for secretion or use,Produce energy,Digest waste,Control cell division,0
Question Bank,Bioscience,What is apoptosis?,Programmed cell death,Uncontrolled cell growth,Cell division,Cell fusion,0
Question Bank,Bioscience,What are stem cells?,Undifferentiated cells that can develop into specialised cell types,Mature blood cells only,Nerve cells only,Dead cells,0
Question Bank,Bioscience,What is the role of tRNA in protein synthesis?,Carry amino acids to the ribosome,Carry genetic code from DNA,Catalyse protein folding,Copy DNA into RNA,0
Question Bank,Bioscience,What is biodiversity?,Variety of life in a given area or ecosystem,Number of species in a country,Genetic similarity of organisms,Number of plants in an area,0
Question Bank,Bioscience,What is a phylogenetic tree?,Diagram showing evolutionary relationships among organisms,Diagram of a cell,Tree used in ecology surveys,Food web diagram,0
Question Bank,Bioscience,What is ELISA used for?,Detecting and measuring proteins or antibodies in a sample,Amplifying DNA,Editing genes,Separating proteins,0
Question Bank,Bioscience,What does GMO stand for?,Genetically Modified Organism,Generally Modified Output,Gene Mutation Organism,Growth Modified Organism,0
Question Bank,Bioscience,What is the function of chloroplasts?,Photosynthesis – converting light energy to chemical energy,Protein synthesis,Respiration,Cell division,0
Question Bank,Bioscience,What is a vector in genetic engineering?,An organism or DNA molecule used to carry foreign DNA into a host,A disease-causing organism,A type of protein,A laboratory instrument,0
Question Bank,Bioscience,What does the term 'in vitro' mean?,Conducted outside a living organism in a lab setting,Conducted inside a living organism,A type of cell culture medium,A sterilisation method,0
Question Bank,Bioscience,What is horizontal gene transfer?,Transfer of genetic material between organisms other than parent to offspring,Normal inheritance from parent to child,Gene editing,RNA transcription,0
Question Bank,Bioscience,What is a biofilm?,Community of microorganisms adhering to a surface in a matrix,Single-layer bacterial colony,Thin plastic film used in labs,A type of membrane,0
Question Bank,Bioscience,What is phenotype?,The observable physical characteristics of an organism,The genetic makeup of an organism,The chromosome number,The protein content of a cell,0
