category,department,text,option1,option2,option3,option4,correct_answer_index
IQ Games,Mechanical,If a car accelerates from 0 to 60 km/h in 5 seconds what is the acceleration?,10 km/h²,12 km/h/s,15 km/h/s,20 km/h/s,1
IQ Games,Mechanical,What fraction of a day is 6 hours?,1/2,1/3,1/4,1/6,2
IQ Games,Mechanical,A belt drive has a 10cm pulley driving a 30cm pulley. Speed ratio?,3:1,1:3,1:1,2:1,1
Career Questions,Mechanical,Which software is essential for mechanical design?,Photoshop,SolidWorks,WordPress,Canva,1
Career Questions,Mechanical,What does a maintenance engineer do?,Design websites,Ensure machinery runs smoothly,Cook meals,Write poetry,1
Career Questions,Mechanical,Which industry is a major employer of mechanical engineers?,Fashion,Automotive and manufacturing,Music,Publishing,1
Career Questions,Mechanical,What is a key skill for mechanical engineering interviews?,Drawing portraits,Problem-solving and analytical thinking,Speed reading,Memorizing songs,1
Career Questions,Mechanical,What type of internship is most relevant for ME students?,Marketing internship,Manufacturing or design internship,Law internship,Journalism internship,1
Career Questions,Mechanical,What is Six Sigma used for?,Cooking,Process improvement and quality,Interior design,Photography,1
Career Questions,Mechanical,Which certification helps mechanical engineers in quality management?,PMP,ISO 9001 Lead Auditor,CCNA,AWS Solutions Architect,1
Career Questions,Mechanical,What should a mechanical engineer include in their portfolio?,Recipes,Design projects and technical drawings,Movie reviews,Vacation photos,1
Career Questions,Mechanical,What does R&D stand for?,Rest and Dinner,Research and Development,Review and Discuss,Rate and Decide,1
Career Questions,Mechanical,Which sector offers the most growth for mechanical engineers currently?,Textile,Renewable energy and automation,Retail,Hospitality,1
Question Bank,Mechanical,What is the first law of thermodynamics?,Energy cannot be created or destroyed,Heat always flows from cold to hot,Entropy always increases,Work equals force times velocity,0
Question Bank,Mechanical,What does CAM stand for in manufacturing?,Computer Aided Manufacturing,Central Automated Machine,Calculated Area Method,Computer Analysis Module,0
Question Bank,Mechanical,What is the purpose of a heat exchanger?,Transfer heat between two fluids,Generate electricity,Store thermal energy,Compress gases,0
Question Bank,Mechanical,What is the Carnot cycle?,Most efficient thermodynamic cycle,A refrigeration cycle,A combustion cycle,A steam cycle,0
Question Bank,Mechanical,What type of stress causes shear failure?,Shear stress,Tensile stress,Compressive stress,Bending stress,0
Question Bank,Mechanical,What does RPM stand for?,Revolutions Per Minute,Rotational Power Measurement,Rapid Pressure Management,Rotary Pulse Modulation,0
Question Bank,Mechanical,What is the purpose of a bearing in machinery?,Reduce friction between rotating parts,Increase speed,Store lubricant,Generate power,0
Question Bank,Mechanical,What is Pascal's principle?,Pressure applied to a fluid is transmitted equally,Fluid flows from high to low pressure,Volume and pressure are inversely proportional,Fluid viscosity increases with temperature,0
Question Bank,Mechanical,What is the unit of power?,Watt,Newton,Pascal,Joule,0
Question Bank,Mechanical,What is fatigue failure?,Failure due to repeated cyclic loading,Single overload failure,Corrosion failure,Thermal failure,0
Question Bank,Mechanical,What is a turbine?,A machine that converts fluid energy to rotational work,A pump in reverse,A heat exchanger,A compressor,0
Question Bank,Mechanical,What does GD&T stand for?,Geometric Dimensioning and Tolerancing,General Design and Testing,Gear Dimension Tolerance,Guided Design Technology,0
Question Bank,Mechanical,What is the efficiency of a machine?,Output power divided by input power,Input power divided by output power,Force times distance,Work done in one second,0
Question Bank,Mechanical,What is the purpose of lubrication?,Reduce friction and wear,Increase load capacity,Cool the engine,Seal joints,0
Question Bank,Mechanical,What is tensile strength?,Maximum stress a material can withstand before fracture,Stress at yield point,Modulus of elasticity,Shear strength,0
Question Bank,Mechanical,What is a pneumatic system?,System using compressed air to transmit power,System using oil,System using steam,System using electricity,0
Question Bank,Mechanical,What is Bernoulli's principle?,Higher fluid velocity results in lower pressure,Higher pressure causes higher velocity,Fluid density increases with velocity,Pressure equals force times area,0
Question Bank,Mechanical,What is a four-bar linkage?,Mechanism with four rigid links connected by joints,A gear train,A cam-follower system,A belt drive,0
Question Bank,Mechanical,What is the modulus of elasticity?,Ratio of stress to strain in elastic region,Ultimate tensile strength,Yield strength,Shear modulus,0
Question Bank,Mechanical,What is additive manufacturing?,Building objects layer by layer (3D printing),Machining material away,Casting molten metal,Forging metal,0
Question Bank,Mechanical,What does HVAC stand for?,Heating Ventilation and Air Conditioning,High Velocity Air Control,Hydraulic Valve and Actuator Control,Heat Venting and Cooling,0
Question Bank,Mechanical,What is a centrifugal pump?,Pump that uses centrifugal force to move fluid,Pump using pistons,Pump using gears,Pump using vacuum,0
Question Bank,Mechanical,What is stress concentration?,Localised increase in stress near a geometric discontinuity,Average stress in a member,Maximum compressive stress,Stress in a bolt,0
Question Bank,Mechanical,What is the purpose of a safety valve?,Relieve excess pressure in a vessel,Increase pressure,Control flow rate,Filter fluid,0
Question Bank,Mechanical,What is Fourier's law?,Heat conduction rate proportional to temperature gradient,Fluid velocity relates to pressure,Force equals mass times acceleration,Power equals voltage times current,0
Question Bank,Mechanical,What is a differential gear?,Gear allowing wheels to rotate at different speeds,Gear multiplying torque,Gear reducing speed,Gear converting motion direction,0
Question Bank,Mechanical,What is the coefficient of friction?,Ratio of friction force to normal force,Ratio of stress to strain,Efficiency of a machine,Unit weight of a fluid,0
Question Bank,Mechanical,What is non-destructive testing (NDT)?,Testing materials without causing damage,Testing to failure,Destructive impact testing,Chemical analysis,0
Question Bank,Mechanical,What does SPC stand for in quality?,Statistical Process Control,Standard Product Check,System Performance Criteria,Structured Process Code,0
Question Bank,Mechanical,What is a hydraulic press?,Machine using fluid pressure to exert large forces,Machine using compressed air,Electric press,Mechanical gear press,0
Question Bank,Mechanical,What is creep in materials?,Slow deformation under constant stress at high temperature,Sudden fracture,Elastic deformation,Plastic deformation under impact,0
Question Bank,Mechanical,What is a universal joint?,Joint transmitting rotation between shafts at angles,Fixed shaft coupling,Gear joint,Welded connection,0
