category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,Civil,What should a fresh civil engineering graduate highlight on their resume?,Hobbies,Relevant internships and projects,Favorite movies,Social media followers,1
Career Questions,Civil,Which industry sector employs the most civil engineers?,Entertainment,Construction and infrastructure,Fashion,Agriculture,1
Career Questions,Civil,What is the role of a site engineer?,Manage social media,Supervise construction activities on site,Design logos,Write legal contracts,1
Career Questions,Civil,What does QA/QC stand for in construction?,Quick Assembly/Quality Control,Quality Assurance/Quality Control,Quantity Analysis/Quality Check,Quick Analysis/Quality Comparison,1
Career Questions,Civil,Which document outlines project scope and deliverables?,Resume,Project charter,Invoice,Timesheet,1
Question Bank,Civil,What does FEM stand for in structural analysis?,Finite Element Method,Fluid Energy Model,Forced Engineering Matrix,Foundation Evaluation Method,0
Question Bank,Civil,A cantilever beam is fixed at how many ends?,Both ends,One end,Neither end,The middle,1
Question Bank,Civil,What is the unit weight of water in SI units?,9.81 kN/m³,7.85 kN/m³,12 kN/m³,1 kN/m³,0
Question Bank,Civil,What is the slump test used to measure?,Workability of fresh concrete,Tensile strength,Bearing capacity,Permeability,0
Question Bank,Civil,In surveying what does a theodolite measure?,Horizontal and vertical angles,Temperature,Soil pressure,Water level,0
Question Bank,Civil,What does CBR stand for in pavement design?,California Bearing Ratio,Concrete Bridge Ratio,Compressive Base Ratio,Central Bearing Resistance,0
Question Bank,Civil,What is the Poisson's ratio?,Ratio of lateral strain to longitudinal strain,Ratio of stress to strain,Unit weight,Angle of internal friction,0
Question Bank,Civil,What is the purpose of curing concrete?,Maintain moisture for strength development,Speed up setting,Reduce cost,Increase workability,0
Question Bank,Civil,What is soil liquefaction?,Saturated soil losing strength during earthquake,Soil becoming dry,Soil freezing,Soil expansion,0
Question Bank,Civil,What is Darcy's law used for?,Flow through porous media,Beam deflection,Load distribution,Pile capacity,0
Question Bank,Civil,What does PERT stand for in project management?,Program Evaluation and Review Technique,Pile Engineering Review Test,Project Engineering Resource Tool,Performance Evaluation Report Tool,0
Question Bank,Civil,What is the purpose of lateral ties in a reinforced column?,Confine concrete and prevent bar buckling,Carry tension only,Connect to foundation,Speed up construction,0
Question Bank,Civil,What does GIS stand for in civil engineering?,Geographic Information System,Ground Investigation Survey,General Infrastructure Standard,Geotechnical Integration Study,0
Question Bank,Civil,What is the modulus of elasticity for structural steel approximately?,200 GPa,30 GPa,70 GPa,400 GPa,0
Question Bank,Civil,What is the critical path in project planning?,Longest sequence of dependent tasks,Shortest path,Most expensive path,Most critical material,0
Question Bank,Civil,What is a contour line on a topographic map?,Line joining points of equal elevation,Line of a road,Property boundary,Survey baseline,0
Question Bank,Civil,What is the purpose of a shear wall?,Resist lateral loads,Support vertical loads only,Provide drainage,Increase aesthetics,0
Question Bank,Civil,What is the water-cement ratio primarily used to control?,Concrete strength,Setting time,Workability only,Aggregate size,0
Question Bank,Civil,What is a pile foundation used for?,Transfer loads to deeper competent strata,Decorative purposes,Waterproofing,Thermal insulation,0
Question Bank,Civil,What does RCC stand for in construction?,Reinforced Cement Concrete,Rigid Construction Code,Reinforced Carbon Composite,Refined Compaction Control,0
Question Bank,Civil,What is hydrostatic pressure?,Pressure exerted by a static fluid,Pressure due to wind,Pressure due to traffic,Pressure in pipes under flow,0
Question Bank,Civil,What is a T-beam?,A beam with flange on top acting compositely,A square beam,A circular beam,A pre-tensioned beam only,0
Question Bank,Civil,What is the purpose of a geotextile in construction?,Soil reinforcement separation and drainage,Waterproofing only,Decoration,Electrical insulation,0
Question Bank,Civil,What does Eurocode provide for structural engineers?,European structural design standards,European cost codes,Environmental regulations,Emergency exit codes,0
Question Bank,Civil,What is yield strength?,Stress at which material begins to deform plastically,Maximum stress before fracture,Modulus of elasticity,Shear modulus,0
Question Bank,Civil,What is the purpose of an expansion joint in structures?,Allow thermal movement and prevent cracking,Increase load capacity,Reduce construction cost,Improve aesthetics only,0
Question Bank,Civil,What is a ground anchor used for?,Stabilise retaining walls and slopes,Decorate facades,Support roofing,Connect beams,0
Question Bank,Civil,What does BOQ stand for in construction?,Bill of Quantities,Building Operations Quota,Base Order Quantity,Basic Output Quality,0
Question Bank,Civil,What is the factor of safety in structural design?,Ratio of ultimate capacity to design load,Load divided by area,Deflection limit,Moment of inertia,0
Question Bank,Civil,What is precast concrete?,Concrete cast and cured off-site before installation,Concrete poured on-site only,Lightweight concrete,Unreinforced concrete,0
Question Bank,Civil,What is the purpose of a sump pit in construction?,Collect and remove groundwater during excavation,Store cement,Mix concrete,Support formwork,0
Question Bank,Civil,What is levelling in surveying?,Determining relative heights of points,Measuring horizontal distance,Calculating area,Drawing boundaries,0
