category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,BSH,What does phenomenology study?,Lived human experience and consciousness as they appear,Social structures,Economic patterns,Biological behaviour,0
Question Bank,BSH,What is the difference between morals and ethics?,Morals are personal beliefs; ethics are shared societal standards,They are identical,Ethics are personal; morals are societal,Neither relates to right and wrong,0
Question Bank,BSH,What is altruism?,Selfless concern for the wellbeing of others,Self-interested behaviour,Competitive behaviour,Rational self-maximisation,0
Question Bank,BSH,What is grounded theory in research?,Theory developed from data rather than tested against prior theory,Pre-existing theory applied to data,Statistical analysis,Historical analysis,0
Question Bank,BSH,What is intersectionality?,Framework examining how overlapping social categories create complex systems of discrimination,A mathematical concept,A biological term,A political system,0
Question Bank,BSH,What is the Dunning-Kruger effect?,Low-skilled individuals overestimating their ability,High-skilled individuals underestimating ability,The tendency to forget recent events,Groupthink in organisations,0
Question Bank,BSH,What is a longitudinal study?,Study following the same subjects over a long period,Study done at a single point in time,Study comparing different groups,Lab-based experiment,0
Question Bank,BSH,What is cognitive behavioural therapy (CBT)?,Therapy that changes negative thought patterns to improve behaviour and mood,A drug treatment,A surgical procedure,A relaxation technique only,0
Question Bank,BSH,What is the social learning theory attributed to?,Albert Bandura,Sigmund Freud,B.F. Skinner,Jean Piaget,0
Question Bank,BSH,What is epistemology?,Study of the nature and scope of knowledge,Study of moral values,Study of beautiful things,Study of society,0
Question Bank,BSH,What does narrative research explore?,How people use stories to make sense of their experiences,Statistical patterns in behaviour,Biological factors in human behaviour,Economic decision-making,0
Question Bank,BSH,What is institutional racism?,Racism embedded in policies procedures and culture of an organisation,Individual racist acts,Racial prejudice in media,Cultural stereotyping,0
