category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,Allied Health Sciences,What is informed consent in healthcare?,Patient's voluntary agreement to treatment after being fully informed,Compulsory agreement to treatment,Doctor's decision for the patient,Emergency treatment without discussion,0
Question Bank,Allied Health Sciences,What does CT scan stand for?,Computed Tomography,Cardiac Tissue scan,Central Transmission,Cervical Tomography,0
Question Bank,Allied Health Sciences,What is the purpose of sterilisation in healthcare?,Eliminate all forms of microbial life from equipment,Reduce microbial count,Clean visible dirt,Disinfect skin,0
Question Bank,Allied Health Sciences,What does PPE stand for?,Personal Protective Equipment,Patient Protection Equipment,Professional Practice Environment,Primary Prevention Element,0
Question Bank,Allied Health Sciences,What is a pathogen?,A microorganism that causes disease,A beneficial bacterium,A white blood cell,A type of antibody,0
Question Bank,Allied Health Sciences,What is the difference between disinfection and sterilisation?,Sterilisation kills all microbes; disinfection reduces them significantly,They are the same process,Disinfection kills all microbes; sterilisation only reduces them,Disinfection is for equipment only,0
Question Bank,Allied Health Sciences,What is diagnostic imaging?,Using technology to create images of the body for diagnosis,Performing surgeries,Prescribing drugs,Drawing anatomical diagrams,0
Question Bank,Allied Health Sciences,What is ultrasound imaging based on?,High-frequency sound waves,X-rays,Magnetic fields,Gamma rays,0
Question Bank,Allied Health Sciences,What does AED stand for?,Automated External Defibrillator,Acute Electrocardiac Device,Automatic Emergency Dispenser,Activated Electronic Detector,0
Question Bank,Allied Health Sciences,What is physiotherapy focused on?,Restoring movement and function through physical rehabilitation,Prescribing medications,Diagnosing diseases with imaging,Performing laboratory tests,0
Question Bank,Allied Health Sciences,What is the scope of occupational therapy?,Help patients regain daily living and work skills,Prescribe medicine,Diagnose mental illness,Perform surgery,0
Question Bank,Allied Health Sciences,What does PET scan stand for?,Positron Emission Tomography,Peripheral Electro Tomography,Pulsed Energy Test,Proton Emission Technique,0
Question Bank,Allied Health Sciences,What is haematology?,Study of blood and blood disorders,Study of bones,Study of the heart,Study of the nervous system,0
Question Bank,Allied Health Sciences,What is the universal blood donor type?,O negative,AB positive,A positive,B negative,0
Question Bank,Allied Health Sciences,What is an autoclave?,Equipment that sterilises using high-pressure steam,Equipment that takes X-rays,Equipment that measures blood pressure,Equipment that monitors heart rate,0
Question Bank,Allied Health Sciences,What does EEG stand for?,Electroencephalogram,Electronic Energy Graph,Electro Enzymatic Gram,Enhanced Electro Graph,0
Question Bank,Allied Health Sciences,What is palliative care?,Care focused on comfort and quality of life for seriously ill patients,Care to cure a disease,Preventive healthcare,Emergency trauma care,0
Question Bank,Allied Health Sciences,What is the function of red blood cells?,Transport oxygen from the lungs to tissues,Fight infections,Clot blood,Regulate hormones,0
Question Bank,Allied Health Sciences,What is patient advocacy in allied health?,Supporting and protecting patients' rights and interests,Prescribing medication,Performing diagnostic tests,Managing hospital finances,0
Question Bank,Allied Health Sciences,What does RICE stand for in first aid?,Rest Ice Compression Elevation,Run Inspect Cleanse Elevate,Reduce Immobilise Cool Examine,Rest Immobilise Compress Evaluate,0
Question Bank,Allied Health Sciences,What is the normal resting heart rate for adults?,60-100 beats per minute,30-50 beats per minute,100-150 beats per minute,20-40 beats per minute,0
Question Bank,Allied Health Sciences,What is medical coding?,Translating diagnoses and procedures into standardised codes for billing,Writing medical reports,Programming hospital software,Designing medical devices,0
Question Bank,Allied Health Sciences,What is the purpose of an OSCE in health education?,Objective Structured Clinical Examination to assess clinical skills,A type of laboratory test,A radiological procedure,A patient satisfaction survey,0
