category,department,text,option1,option2,option3,option4,correct_answer_index
IQ Games,Architecture,"If a building has 36 floors and each floor has 4 rooms, total rooms?",144,146,142,148,0
IQ Games,Architecture,"If a building has 37 floors and each floor has 4 rooms, total rooms?",148,150,146,152,0
IQ Games,Architecture,"If a building has 38 floors and each floor has 4 rooms, total rooms?",152,154,150,156,0
IQ Games,Architecture,"If a building has 39 floors and each floor has 4 rooms, total rooms?",156,158,154,160,0
IQ Games,Architecture,"If a building has 40 floors and each floor has 4 rooms, total rooms?",160,162,158,164,0
IQ Games,Architecture,"If a building has 41 floors and each floor has 4 rooms, total rooms?",164,166,162,168,0
IQ Games,Architecture,"If a building has 42 floors and each floor has 4 rooms, total rooms?",168,170,166,172,0
IQ Games,Architecture,"If a building has 43 floors and each floor has 4 rooms, total rooms?",172,174,170,176,0
IQ Games,Architecture,"If a building has 44 floors and each floor has 4 rooms, total rooms?",176,178,174,180,0
IQ Games,Architecture,"If a building has 45 floors and each floor has 4 rooms, total rooms?",180,182,178,184,0
IQ Games,Architecture,"If a building has 46 floors and each floor has 4 rooms, total rooms?",184,186,182,188,0
IQ Games,Architecture,"If a building has 47 floors and each floor has 4 rooms, total rooms?",188,190,186,192,0
IQ Games,Architecture,"If a building has 48 floors and each floor has 4 rooms, total rooms?",192,194,190,196,0
IQ Games,Architecture,"If a building has 49 floors and each floor has 4 rooms, total rooms?",196,198,194,200,0
IQ Games,Architecture,"If a building has 50 floors and each floor has 4 rooms, total rooms?",200,202,198,204,0
IQ Games,Architecture,"If a building has 51 floors and each floor has 4 rooms, total rooms?",204,206,202,208,0
IQ Games,Architecture,"If a building has 52 floors and each floor has 4 rooms, total rooms?",208,210,206,212,0
IQ Games,Architecture,"If a building has 53 floors and each floor has 4 rooms, total rooms?",212,214,210,216,0
IQ Games,Architecture,"If a building has 54 floors and each floor has 4 rooms, total rooms?",216,218,214,220,0
IQ Games,Architecture,"If a building has 55 floors and each floor has 4 rooms, total rooms?",220,222,218,224,0
IQ Games,Architecture,"If a building has 56 floors and each floor has 4 rooms, total rooms?",224,226,222,228,0
IQ Games,Architecture,"If a building has 57 floors and each floor has 4 rooms, total rooms?",228,230,226,232,0
IQ Games,Architecture,"If a building has 58 floors and each floor has 4 rooms, total rooms?",232,234,230,236,0
IQ Games,Architecture,"If a building has 59 floors and each floor has 4 rooms, total rooms?",236,238,234,240,0
IQ Games,Architecture,"If a building has 60 floors and each floor has 4 rooms, total rooms?",240,242,238,244,0
IQ Games,Architecture,"If a building has 61 floors and each floor has 4 rooms, total rooms?",244,246,242,248,0
Career Questions,Architecture,Which skill is essential for architects? (Career 1),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 2),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 3),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 4),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 5),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 6),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 7),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 8),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 9),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 10),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 11),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 12),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 13),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 14),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 15),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 16),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 17),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 18),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 19),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 20),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 21),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 22),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 23),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 24),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 25),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 26),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 27),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 28),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 29),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 30),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 31),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 32),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 33),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 34),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 35),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 36),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 37),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 38),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 39),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 40),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 41),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 42),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 43),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 44),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 45),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 46),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 47),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 48),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 49),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 50),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 51),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 52),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 53),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 54),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 55),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 56),Revit,Paint,Notepad,Calculator,0
Career Questions,Architecture,Which skill is essential for architects? (Career 57),Creativity,Sleeping,Gaming,Singing,0
Career Questions,Architecture,Who designs building layouts? (Career 58),Engineer,Architect,Doctor,Lawyer,1
Career Questions,Architecture,Which field focuses on urban planning? (Career 59),Architecture,Medicine,Law,Commerce,0
Career Questions,Architecture,Which tool is used for 3D modeling? (Career 60),Revit,Paint,Notepad,Calculator,0
