category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,CS,Which of the following statements correctly describes 'Binary Search'?,A sorting algorithm with O(n^2) complexity,An algorithm used only for string matching,An algorithm that checks every single item sequentially,An efficient algorithm for finding an item from a sorted list of items,3
Question Bank,CS,Which of the following statements correctly describes 'Quick Sort'?,A divide-and-conquer algorithm that picks an element as a pivot and partitions the given array around it,An encryption algorithm,An algorithm for finding the shortest path in a graph,A sorting algorithm that repeatedly swaps adjacent elements,0
Question Bank,CS,Which of the following statements correctly describes 'Merge Sort'?,A greedy algorithm,A dynamic programming algorithm for strings,An algorithm that sorts by inserting elements one by one into their correct position,"A divide-and-conquer algorithm that divides the input array into two halves, calls itself for the two halves, and then merges the two sorted halves",3
Question Bank,CS,Which of the following statements correctly describes 'Dijkstra's Algorithm'?,A hashing function,An algorithm for finding the shortest paths between nodes in a graph,An algorithm to find the maximum flow in a network,A fast sorting algorithm,1
Question Bank,CS,Which of the following statements correctly describes 'Dynamic Programming'?,An object-oriented design pattern,A network routing method,A method of writing programs while they are running,An algorithmic technique for solving an optimization problem by breaking it down into simpler subproblems,3
Question Bank,CS,Which of the following statements correctly describes 'Process'?,A permanent storage device,A type of network cable,A program in execution,A physical piece of hardware,2
Question Bank,CS,Which of the following statements correctly describes 'Thread'?,The smallest sequence of programmed instructions that can be managed independently by a scheduler,A complete running application,A file system structure,A block of memory,0
Question Bank,CS,Which of the following statements correctly describes 'Deadlock'?,A hardware failure,A state where the CPU is idle,A situation where a set of processes are blocked because each process is holding a resource and waiting for another resource acquired by some other process,A memory leak,2
Question Bank,CS,Which of the following statements correctly describes 'Virtual Memory'?,A CPU cache,A memory management capability that provides an idealized abstraction of the storage resources that are actually available,A physical RAM chip,A read-only memory component,1
Question Bank,CS,Which of the following statements correctly describes 'Context Switching'?,The process of storing and restoring the state of a process or thread so that execution can be resumed from the same point,Connecting to a different network,Changing the physical CPU,Switching between different programming languages,0
Question Bank,CS,Which of the following statements correctly describes 'IP Address'?,A secure protocol for sending emails,A physical hardware address embedded in a network card,A domain name,A numerical label assigned to each device connected to a computer network,3
Question Bank,CS,Which of the following statements correctly describes 'MAC Address'?,A unique identifier assigned to a network interface controller (NIC) for use as a network address,A routing protocol,An application layer protocol,A temporary IP address,0
Question Bank,CS,Which of the following statements correctly describes 'TCP (Transmission Control Protocol)'?,A protocol for assigning IP addresses,A protocol for web browsing only,A connectionless protocol with no guarantee of delivery,A connection-oriented protocol that ensures reliable and ordered delivery of a stream of bytes,3
Question Bank,CS,Which of the following statements correctly describes 'UDP (User Datagram Protocol)'?,A connectionless protocol that sends messages with a minimum of protocol mechanism,A secure file transfer protocol,A database query language,A connection-oriented protocol that ensures reliable delivery,0
Question Bank,CS,Which of the following statements correctly describes 'DNS (Domain Name System)'?,A protocol for encrypting network traffic,"A hierarchical and decentralized naming system for computers, services, or other resources connected to the Internet",A routing algorithm for internal networks,A physical server that stores all internet data,1
Question Bank,CS,"In Computer Science, 'Array' is primarily known as:",A collection of items stored at contiguous memory locations,A First-In-First-Out (FIFO) structure,A non-linear data structure,A Last-In-First-Out (LIFO) structure,0
Question Bank,CS,"In Computer Science, 'Linked List' is primarily known as:",A database table,A collection of items stored at contiguous memory locations,A tree-like structure,A linear collection of data elements whose order is not given by their physical placement in memory,3
Question Bank,CS,"In Computer Science, 'Stack' is primarily known as:",A Last-In-First-Out (LIFO) data structure,A graph without cycles,A relational database model,A First-In-First-Out (FIFO) data structure,0
Question Bank,CS,"In Computer Science, 'Queue' is primarily known as:",A First-In-First-Out (FIFO) data structure,A network routing protocol,A hierarchical data model,A Last-In-First-Out (LIFO) data structure,0
Question Bank,CS,"In Computer Science, 'Binary Tree' is primarily known as:",A collection of nodes with no edges,A tree data structure in which each node has at most two children,A linear data structure,A graph with multiple cycles,1
Question Bank,CS,"In Computer Science, 'Binary Search' is primarily known as:",An algorithm used only for string matching,A sorting algorithm with O(n^2) complexity,An efficient algorithm for finding an item from a sorted list of items,An algorithm that checks every single item sequentially,2
Question Bank,CS,"In Computer Science, 'Quick Sort' is primarily known as:",A divide-and-conquer algorithm that picks an element as a pivot and partitions the given array around it,A sorting algorithm that repeatedly swaps adjacent elements,An encryption algorithm,An algorithm for finding the shortest path in a graph,0
Question Bank,CS,"In Computer Science, 'Merge Sort' is primarily known as:",A dynamic programming algorithm for strings,A greedy algorithm,An algorithm that sorts by inserting elements one by one into their correct position,"A divide-and-conquer algorithm that divides the input array into two halves, calls itself for the two halves, and then merges the two sorted halves",3
Question Bank,CS,"In Computer Science, 'Dijkstra's Algorithm' is primarily known as:",An algorithm to find the maximum flow in a network,A hashing function,An algorithm for finding the shortest paths between nodes in a graph,A fast sorting algorithm,2
Question Bank,CS,"In Computer Science, 'Dynamic Programming' is primarily known as:",A network routing method,An algorithmic technique for solving an optimization problem by breaking it down into simpler subproblems,An object-oriented design pattern,A method of writing programs while they are running,1
Question Bank,CS,"In Computer Science, 'Process' is primarily known as:",A permanent storage device,A program in execution,A physical piece of hardware,A type of network cable,1
Question Bank,CS,"In Computer Science, 'Thread' is primarily known as:",The smallest sequence of programmed instructions that can be managed independently by a scheduler,A file system structure,A block of memory,A complete running application,0
Question Bank,CS,"In Computer Science, 'Deadlock' is primarily known as:",A situation where a set of processes are blocked because each process is holding a resource and waiting for another resource acquired by some other process,A state where the CPU is idle,A hardware failure,A memory leak,0
Question Bank,CS,"In Computer Science, 'Virtual Memory' is primarily known as:",A memory management capability that provides an idealized abstraction of the storage resources that are actually available,A read-only memory component,A CPU cache,A physical RAM chip,0
Question Bank,CS,"In Computer Science, 'Context Switching' is primarily known as:",Changing the physical CPU,The process of storing and restoring the state of a process or thread so that execution can be resumed from the same point,Connecting to a different network,Switching between different programming languages,1
Question Bank,CS,"In Computer Science, 'IP Address' is primarily known as:",A physical hardware address embedded in a network card,A secure protocol for sending emails,A numerical label assigned to each device connected to a computer network,A domain name,2
Question Bank,CS,"In Computer Science, 'MAC Address' is primarily known as:",A routing protocol,A temporary IP address,An application layer protocol,A unique identifier assigned to a network interface controller (NIC) for use as a network address,3
Question Bank,CS,"In Computer Science, 'TCP (Transmission Control Protocol)' is primarily known as:",A connection-oriented protocol that ensures reliable and ordered delivery of a stream of bytes,A connectionless protocol with no guarantee of delivery,A protocol for web browsing only,A protocol for assigning IP addresses,0
Question Bank,CS,"In Computer Science, 'UDP (User Datagram Protocol)' is primarily known as:",A secure file transfer protocol,A connectionless protocol that sends messages with a minimum of protocol mechanism,A database query language,A connection-oriented protocol that ensures reliable delivery,1
Question Bank,CS,"In Computer Science, 'DNS (Domain Name System)' is primarily known as:","A hierarchical and decentralized naming system for computers, services, or other resources connected to the Internet",A physical server that stores all internet data,A protocol for encrypting network traffic,A routing algorithm for internal networks,0
Question Bank,CS,Which concept or technology is best defined as: 'A collection of items stored at contiguous memory locations'?,Hash Table,Array,Polymorphism,Compiler,1
Question Bank,CS,Which concept or technology is best defined as: 'A linear collection of data elements whose order is not given by their physical placement in memory'?,Hash Table,Compiler,Polymorphism,Linked List,3
Question Bank,CS,Which concept or technology is best defined as: 'A Last-In-First-Out (LIFO) data structure'?,Compiler,Polymorphism,Hash Table,Stack,3
Question Bank,CS,Which concept or technology is best defined as: 'A First-In-First-Out (FIFO) data structure'?,Polymorphism,Hash Table,Compiler,Queue,3
Question Bank,CS,Which concept or technology is best defined as: 'A tree data structure in which each node has at most two children'?,Binary Tree,Polymorphism,Hash Table,Compiler,0
Question Bank,CS,Which concept or technology is best defined as: 'An efficient algorithm for finding an item from a sorted list of items'?,Binary Search,Polymorphism,Compiler,Hash Table,0
Question Bank,CS,Which concept or technology is best defined as: 'A divide-and-conquer algorithm that picks an element as a pivot and partitions the given array around it'?,Hash Table,Polymorphism,Compiler,Quick Sort,3
Question Bank,CS,"Which concept or technology is best defined as: 'A divide-and-conquer algorithm that divides the input array into two halves, calls itself for the two halves, and then merges the two sorted halves'?",Compiler,Merge Sort,Polymorphism,Hash Table,1
Question Bank,CS,Which concept or technology is best defined as: 'An algorithm for finding the shortest paths between nodes in a graph'?,Dijkstra's Algorithm,Compiler,Hash Table,Polymorphism,0
Question Bank,CS,Which concept or technology is best defined as: 'An algorithmic technique for solving an optimization problem by breaking it down into simpler subproblems'?,Polymorphism,Compiler,Dynamic Programming,Hash Table,2
Question Bank,CS,Which concept or technology is best defined as: 'A program in execution'?,Process,Polymorphism,Hash Table,Compiler,0
Question Bank,CS,Which concept or technology is best defined as: 'The smallest sequence of programmed instructions that can be managed independently by a scheduler'?,Thread,Compiler,Hash Table,Polymorphism,0
Question Bank,CS,Which concept or technology is best defined as: 'A situation where a set of processes are blocked because each process is holding a resource and waiting for another resource acquired by some other process'?,Deadlock,Compiler,Hash Table,Polymorphism,0
Question Bank,CS,Which concept or technology is best defined as: 'A memory management capability that provides an idealized abstraction of the storage resources that are actually available'?,Hash Table,Virtual Memory,Polymorphism,Compiler,1
Question Bank,CS,Which concept or technology is best defined as: 'The process of storing and restoring the state of a process or thread so that execution can be resumed from the same point'?,Compiler,Context Switching,Polymorphism,Hash Table,1
Question Bank,CS,Which concept or technology is best defined as: 'A numerical label assigned to each device connected to a computer network'?,Compiler,Hash Table,Polymorphism,IP Address,3
Question Bank,CS,Which concept or technology is best defined as: 'A unique identifier assigned to a network interface controller (NIC) for use as a network address'?,Hash Table,Compiler,Polymorphism,MAC Address,3
Question Bank,CS,Which concept or technology is best defined as: 'A connection-oriented protocol that ensures reliable and ordered delivery of a stream of bytes'?,Polymorphism,TCP (Transmission Control Protocol),Compiler,Hash Table,1
Question Bank,CS,Which concept or technology is best defined as: 'A connectionless protocol that sends messages with a minimum of protocol mechanism'?,UDP (User Datagram Protocol),Compiler,Polymorphism,Hash Table,0
Question Bank,CS,"Which concept or technology is best defined as: 'A hierarchical and decentralized naming system for computers, services, or other resources connected to the Internet'?",Polymorphism,DNS (Domain Name System),Hash Table,Compiler,1
Question Bank,CS,Identify the correct association regarding 'Array':,A First-In-First-Out (FIFO) structure,A Last-In-First-Out (LIFO) structure,A non-linear data structure,A collection of items stored at contiguous memory locations,3
Question Bank,CS,Identify the correct association regarding 'Linked List':,A database table,A tree-like structure,A collection of items stored at contiguous memory locations,A linear collection of data elements whose order is not given by their physical placement in memory,3
Question Bank,CS,Identify the correct association regarding 'Stack':,A relational database model,A First-In-First-Out (FIFO) data structure,A Last-In-First-Out (LIFO) data structure,A graph without cycles,2
Question Bank,CS,Identify the correct association regarding 'Queue':,A network routing protocol,A hierarchical data model,A First-In-First-Out (FIFO) data structure,A Last-In-First-Out (LIFO) data structure,2
Question Bank,CS,Identify the correct association regarding 'Binary Tree':,A linear data structure,A tree data structure in which each node has at most two children,A graph with multiple cycles,A collection of nodes with no edges,1
Question Bank,CS,Identify the correct association regarding 'Binary Search':,An efficient algorithm for finding an item from a sorted list of items,An algorithm used only for string matching,An algorithm that checks every single item sequentially,A sorting algorithm with O(n^2) complexity,0
Question Bank,CS,Identify the correct association regarding 'Quick Sort':,A sorting algorithm that repeatedly swaps adjacent elements,An algorithm for finding the shortest path in a graph,An encryption algorithm,A divide-and-conquer algorithm that picks an element as a pivot and partitions the given array around it,3
Question Bank,CS,Identify the correct association regarding 'Merge Sort':,A greedy algorithm,An algorithm that sorts by inserting elements one by one into their correct position,A dynamic programming algorithm for strings,"A divide-and-conquer algorithm that divides the input array into two halves, calls itself for the two halves, and then merges the two sorted halves",3
Question Bank,CS,Identify the correct association regarding 'Dijkstra's Algorithm':,A hashing function,An algorithm for finding the shortest paths between nodes in a graph,A fast sorting algorithm,An algorithm to find the maximum flow in a network,1
Question Bank,CS,Identify the correct association regarding 'Dynamic Programming':,A method of writing programs while they are running,A network routing method,An object-oriented design pattern,An algorithmic technique for solving an optimization problem by breaking it down into simpler subproblems,3
Question Bank,CS,Identify the correct association regarding 'Process':,A program in execution,A physical piece of hardware,A permanent storage device,A type of network cable,0
Question Bank,CS,Identify the correct association regarding 'Thread':,A block of memory,The smallest sequence of programmed instructions that can be managed independently by a scheduler,A file system structure,A complete running application,1
Question Bank,CS,Identify the correct association regarding 'Deadlock':,A hardware failure,A state where the CPU is idle,A situation where a set of processes are blocked because each process is holding a resource and waiting for another resource acquired by some other process,A memory leak,2
Question Bank,CS,Identify the correct association regarding 'Virtual Memory':,A memory management capability that provides an idealized abstraction of the storage resources that are actually available,A CPU cache,A read-only memory component,A physical RAM chip,0
Question Bank,CS,Identify the correct association regarding 'Context Switching':,The process of storing and restoring the state of a process or thread so that execution can be resumed from the same point,Connecting to a different network,Switching between different programming languages,Changing the physical CPU,0
Question Bank,CS,Identify the correct association regarding 'IP Address':,A domain name,A physical hardware address embedded in a network card,A numerical label assigned to each device connected to a computer network,A secure protocol for sending emails,2
Question Bank,CS,Identify the correct association regarding 'MAC Address':,A temporary IP address,A unique identifier assigned to a network interface controller (NIC) for use as a network address,A routing protocol,An application layer protocol,1
Question Bank,CS,Identify the correct association regarding 'TCP (Transmission Control Protocol)':,A protocol for web browsing only,A protocol for assigning IP addresses,A connectionless protocol with no guarantee of delivery,A connection-oriented protocol that ensures reliable and ordered delivery of a stream of bytes,3
Question Bank,CS,Identify the correct association regarding 'UDP (User Datagram Protocol)':,A connectionless protocol that sends messages with a minimum of protocol mechanism,A connection-oriented protocol that ensures reliable delivery,A secure file transfer protocol,A database query language,0
Question Bank,CS,Identify the correct association regarding 'DNS (Domain Name System)':,A protocol for encrypting network traffic,"A hierarchical and decentralized naming system for computers, services, or other resources connected to the Internet",A routing algorithm for internal networks,A physical server that stores all internet data,1
IQ Games,CS,What is the decimal equivalent of the binary number 1010?,9,11,10,12,2
IQ Games,CS,What is the decimal equivalent of the binary number 1101?,15,12,14,13,3
IQ Games,CS,What is the decimal equivalent of the binary number 111?,7,9,6,8,0
IQ Games,CS,What is the decimal equivalent of the binary number 1000?,8,10,9,7,0
IQ Games,CS,What is the decimal equivalent of the binary number 1101?,14,12,13,15,2
IQ Games,CS,What is the decimal equivalent of the binary number 1010?,12,10,11,9,1
IQ Games,CS,What is the decimal equivalent of the binary number 1001?,11,8,9,10,2
IQ Games,CS,What is the decimal equivalent of the binary number 1001?,11,8,10,9,3
IQ Games,CS,What is the decimal equivalent of the binary number 110?,5,7,6,8,2
IQ Games,CS,What is the decimal equivalent of the binary number 1010?,12,11,10,9,2
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<5, and increments by 2 each iteration?",1,2,3,4,1
IQ Games,CS,"How many times will a loop execute if initialized at i=1, runs while i<8, and increments by 1 each iteration?",7,9,8,6,0
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<7, and increments by 2 each iteration?",4,3,2,5,1
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<5, and increments by 1 each iteration?",4,3,2,5,1
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<5, and increments by 2 each iteration?",2,5,3,4,2
IQ Games,CS,"How many times will a loop execute if initialized at i=1, runs while i<7, and increments by 1 each iteration?",6,8,7,5,0
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<7, and increments by 2 each iteration?",5,3,4,2,1
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<6, and increments by 1 each iteration?",7,8,6,5,2
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<7, and increments by 2 each iteration?",3,5,4,2,0
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<6, and increments by 1 each iteration?",8,7,5,6,3
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<6, and increments by 1 each iteration?",3,6,5,4,3
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<7, and increments by 1 each iteration?",7,6,5,4,2
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<6, and increments by 1 each iteration?",3,6,4,5,2
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<8, and increments by 1 each iteration?",8,5,7,6,3
IQ Games,CS,"How many times will a loop execute if initialized at i=1, runs while i<5, and increments by 1 each iteration?",4,5,3,6,0
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<6, and increments by 1 each iteration?",8,7,6,5,2
IQ Games,CS,"How many times will a loop execute if initialized at i=2, runs while i<6, and increments by 1 each iteration?",3,6,5,4,3
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<6, and increments by 1 each iteration?",5,6,8,7,1
IQ Games,CS,"How many times will a loop execute if initialized at i=0, runs while i<8, and increments by 1 each iteration?",8,9,7,10,0
IQ Games,CS,"How many times will a loop execute if initialized at i=1, runs while i<7, and increments by 2 each iteration?",4,5,2,3,3
IQ Games,CS,What is the output of the mathematical operation: 22 % 5 (modulo)?,5,3,2,4,2
IQ Games,CS,What is the output of the mathematical operation: 21 % 6 (modulo)?,8,3,6,4,1
IQ Games,CS,What is the output of the mathematical operation: 24 % 7 (modulo)?,7,8,4,3,3
IQ Games,CS,What is the output of the mathematical operation: 21 % 6 (modulo)?,4,8,6,3,3
IQ Games,CS,What is the output of the mathematical operation: 23 % 6 (modulo)?,8,6,3,5,3
IQ Games,CS,What is the output of the mathematical operation: 29 % 6 (modulo)?,4,9,6,5,3
IQ Games,CS,What is the output of the mathematical operation: 22 % 7 (modulo)?,7,3,2,1,3
IQ Games,CS,What is the output of the mathematical operation: 26 % 7 (modulo)?,7,3,6,5,3
IQ Games,CS,What is the output of the mathematical operation: 24 % 6 (modulo)?,6,4,0,1,2
IQ Games,CS,What is the output of the mathematical operation: 16 % 5 (modulo)?,1,3,5,2,0
IQ Games,CS,What is the output of the mathematical operation: 27 % 4 (modulo)?,3,6,8,4,0
IQ Games,CS,What is the output of the mathematical operation: 28 % 4 (modulo)?,4,1,7,0,3
IQ Games,CS,What is the output of the mathematical operation: 18 % 5 (modulo)?,5,8,3,4,2
IQ Games,CS,What is the output of the mathematical operation: 21 % 5 (modulo)?,5,1,4,2,1
IQ Games,CS,What is the output of the mathematical operation: 27 % 4 (modulo)?,4,8,6,3,3
IQ Games,CS,What is the output of the mathematical operation: 26 % 4 (modulo)?,2,6,3,4,0
IQ Games,CS,What is the output of the mathematical operation: 20 % 7 (modulo)?,6,11,7,2,0
IQ Games,CS,What is the output of the mathematical operation: 15 % 5 (modulo)?,5,1,0,3,2
IQ Games,CS,What is the output of the mathematical operation: 20 % 6 (modulo)?,6,8,3,2,3
IQ Games,CS,What is the output of the mathematical operation: 23 % 6 (modulo)?,5,8,3,6,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Software Engineer'?",Sells software to clients,Manages the company's financial records,Repairs physical computer hardware,"Designs, develops, and tests software applications and systems",3
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Data Scientist'?",Analyzes and interprets complex digital data to help organizations make decisions,Configures network routers,Designs user interfaces for web applications,Writes operating system kernels,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'DevOps Engineer'?",Bridges the gap between software development and IT operations to improve deployment and reliability,Manages human resource databases,Focuses entirely on graphic design,Builds physical server racks,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Frontend Developer'?",Manages the server and database infrastructure,Focuses on the user interface and user experience of a website or application (HTML/CSS/JS),Optimizes search engine ranking,Secures the network against hackers,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Backend Developer'?","Works on server-side logic, databases, and APIs to power the frontend",Designs the layout of a website,Analyzes consumer market trends,Creates marketing campaigns,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Git'?",A distributed version control system for tracking changes in source code,A hardware component for storing memory,An operating system,A programming language used for data analysis,0
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Docker'?",A protocol for routing network traffic,A database management system,"A platform designed to help developers build, share, and run modern applications using containers",A web browser,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Kubernetes'?",A programming language for artificial intelligence,"An open-source system for automating deployment, scaling, and management of containerized applications",A hardware firewall,A type of physical server,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Agile Methodology'?","A strict, linear process with no revisions allowed","A software development approach that focuses on iterative development, team collaboration, and customer feedback",A financial accounting standard,A method for assembling physical computer parts,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Scrum'?",A programming concept for loops,A type of database index,A security encryption standard,"An agile framework that helps teams work together, typically using short iterations called sprints",3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Designs, develops, and tests software applications and systems'?",Cybersecurity Expert,Software Engineer,Systems Analyst,Database Administrator,1
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Analyzes and interprets complex digital data to help organizations make decisions'?",Database Administrator,Systems Analyst,Data Scientist,Cybersecurity Expert,2
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Bridges the gap between software development and IT operations to improve deployment and reliability'?",Systems Analyst,Database Administrator,DevOps Engineer,Cybersecurity Expert,2
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Focuses on the user interface and user experience of a website or application (HTML/CSS/JS)'?",Frontend Developer,Systems Analyst,Cybersecurity Expert,Database Administrator,0
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'Works on server-side logic, databases, and APIs to power the frontend'?",Backend Developer,Systems Analyst,Cybersecurity Expert,Database Administrator,0
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A distributed version control system for tracking changes in source code'?",Cybersecurity Expert,Systems Analyst,Database Administrator,Git,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A platform designed to help developers build, share, and run modern applications using containers'?",Systems Analyst,Cybersecurity Expert,Database Administrator,Docker,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'An open-source system for automating deployment, scaling, and management of containerized applications'?",Database Administrator,Cybersecurity Expert,Systems Analyst,Kubernetes,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'A software development approach that focuses on iterative development, team collaboration, and customer feedback'?",Cybersecurity Expert,Database Administrator,Systems Analyst,Agile Methodology,3
Career Questions,CS,"Which tech role, methodology, or tool is best described as: 'An agile framework that helps teams work together, typically using short iterations called sprints'?",Cybersecurity Expert,Scrum,Database Administrator,Systems Analyst,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Software Engineer'?",Sells software to clients,"Designs, develops, and tests software applications and systems",Repairs physical computer hardware,Manages the company's financial records,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Data Scientist'?",Designs user interfaces for web applications,Analyzes and interprets complex digital data to help organizations make decisions,Configures network routers,Writes operating system kernels,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'DevOps Engineer'?",Manages human resource databases,Builds physical server racks,Bridges the gap between software development and IT operations to improve deployment and reliability,Focuses entirely on graphic design,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Frontend Developer'?",Secures the network against hackers,Focuses on the user interface and user experience of a website or application (HTML/CSS/JS),Optimizes search engine ranking,Manages the server and database infrastructure,1
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Backend Developer'?",Analyzes consumer market trends,Designs the layout of a website,"Works on server-side logic, databases, and APIs to power the frontend",Creates marketing campaigns,2
Career Questions,CS,"In the tech industry, what is the primary focus or function of 'Git'?",A programming language used for data analysis,An operating system,A hardware component for storing memory,A distributed version control system for tracking changes in source code,3
