category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,Pharmacy,Narrow therapeutic index drugs require careful monitoring because?,They are expensive,Small changes in dose cause significant toxicity or loss of effect,They taste bad,They require refrigeration,1
Question Bank,Pharmacy,Which parameter determines how often a drug should be dosed?,Bioavailability,Volume of distribution,Half-life,Protein binding,2
Question Bank,Pharmacy,What is the mechanism of action of statins?,Inhibit cyclooxygenase,Inhibit HMG-CoA reductase reducing cholesterol synthesis,Block beta receptors,Increase bile acid excretion,1
Question Bank,Pharmacy,Methotrexate works by inhibiting which enzyme?,COX-2,Dihydrofolate reductase,Thymidine kinase,Topoisomerase,1
Question Bank,Pharmacy,Which drug is a selective serotonin reuptake inhibitor (SSRI)?,Amitriptyline,Diazepam,Fluoxetine,Haloperidol,2
Question Bank,Pharmacy,What causes antibiotic resistance?,Giving high doses,"Overuse, underuse, and incomplete courses allowing resistant strains to survive",Taking antibiotics with food,Storing antibiotics incorrectly,1
Question Bank,Pharmacy,Which enzyme system is primarily responsible for drug metabolism in the liver?,MAO,Cytochrome P450 (CYP450),Alcohol dehydrogenase,Xanthine oxidase,1
Question Bank,Pharmacy,What is the difference between drug tolerance and drug dependence?,No difference,Tolerance = reduced effect with same dose; dependence = physiological/psychological need for drug,Tolerance = addiction; dependence = allergy,Tolerance = overdose risk; dependence = withdrawal only,1
Question Bank,Pharmacy,Which drug is used as an antidote for opioid overdose?,Flumazenil,Atropine,Naloxone,N-acetylcysteine,2
Question Bank,Pharmacy,Aminoglycosides are nephrotoxic. Which monitoring is essential?,Liver function tests,Renal function and drug serum levels,Cardiac monitoring,Blood glucose,1
Question Bank,Pharmacy,What is the mechanism of action of beta-2 agonists in asthma?,Block histamine receptors,Relax bronchial smooth muscle by activating beta-2 receptors,Reduce airway inflammation,Dry secretions,1
Question Bank,Pharmacy,Which drug class inhibits platelet aggregation by blocking P2Y12 receptors?,Warfarin,Aspirin,Clopidogrel,Heparin,2
Question Bank,Pharmacy,What is a loading dose and why is it used?,Maintenance dose only,Large initial dose to rapidly achieve therapeutic levels,Small dose to test tolerance,Final dose before stopping therapy,1
Question Bank,Pharmacy,Which antiepileptic drug induces CYP450 enzymes causing multiple drug interactions?,Valproate,Levetiracetam,Carbamazepine,Ethosuximide,2
Question Bank,Pharmacy,What is the therapeutic use of digoxin?,Antibiotic,Heart failure and atrial fibrillation rate control,Antifungal,Antihypertensive,1
Question Bank,Pharmacy,Which type of drug antagonism involves two drugs competing for the same receptor?,Non-competitive antagonism,Competitive antagonism,Chemical antagonism,Physiological antagonism,1
Question Bank,Pharmacy,Loop diuretics like furosemide act on which part of the nephron?,Proximal convoluted tubule,Descending loop of Henle,Ascending loop of Henle,Collecting duct,2
Question Bank,Pharmacy,What is the significance of plasma protein binding of drugs?,Increases drug elimination,Bound drug is pharmacologically inactive; only free drug is active,Increases drug toxicity,Enhances absorption,1
Question Bank,Pharmacy,Which vaccine schedule component ensures long-term immunity through immunological memory?,Primary dose only,Booster doses,Single dose for all vaccines,Oral route only,1
IQ Games,Pharmacy,"A drug has a half-life of 8 hours. Starting with 320 mg, how much remains after 32 hours?",10 mg,20 mg,40 mg,80 mg,1
IQ Games,Pharmacy,A vial contains 500 mg/10 mL. Doctor orders 750 mg IV. Volume to draw = ?,10 mL,12 mL,15 mL,20 mL,2
IQ Games,Pharmacy,"If drug clearance is 5 L/hr and volume of distribution is 50 L, half-life = ?",5 hrs,6.93 hrs,10 hrs,14 hrs,1
IQ Games,Pharmacy,A syrup is 125 mg/5 mL. Prescribed dose is 375 mg. Volume to give = ?,10 mL,12 mL,15 mL,20 mL,2
IQ Games,Pharmacy,"Which is the odd one out: paracetamol, ibuprofen, morphine, aspirin?",Paracetamol,Ibuprofen,Morphine,Aspirin,2
IQ Games,Pharmacy,A 70 kg patient requires 5 mg/kg of drug X. Total dose = ?,250 mg,300 mg,350 mg,400 mg,2
IQ Games,Pharmacy,How many 250 mg capsules are needed to give a 1 g dose?,2,3,4,5,2
IQ Games,Pharmacy,An IV infusion runs at 42 mL/hr. Volume infused in 8 hours = ?,316 mL,336 mL,356 mL,376 mL,1
IQ Games,Pharmacy,Drug A : Antibiotic :: Drug B : Anti-hypertensive :: Drug C could be : ?,Anti-fungal,Antibiotic,Vaccine,Vitamin,0
IQ Games,Pharmacy,A 200 mL solution has 2 g dissolved. Concentration in mg/mL = ?,5 mg/mL,8 mg/mL,10 mg/mL,15 mg/mL,2
IQ Games,Pharmacy,Patient needs 0.25 mg digoxin. Available: 0.125 mg tablets. How many tablets?,1,2,3,4,1
IQ Games,Pharmacy,Which comes next in drug development: Discovery → Pre-clinical → Phase I → Phase II → ?,Market launch,Phase III,Regulatory review,Phase IV,1
IQ Games,Pharmacy,A pharmacist compounds 12 creams per hour. How many in a 7.5-hour shift?,80,85,90,95,2
IQ Games,Pharmacy,"If AUC (area under curve) doubles when dose doubles, the drug shows?",Non-linear kinetics,Linear (first-order) kinetics,Zero-order kinetics,Saturation kinetics,1
IQ Games,Pharmacy,Complete: Agonist : Activates receptor :: Antagonist : ?,Activates receptor strongly,Blocks receptor without activating it,Destroys receptor,Creates new receptors,1
IQ Games,Pharmacy,A tablet contains 5% w/w of active ingredient. A 500 mg tablet contains how many mg of active ingredient?,10 mg,15 mg,25 mg,50 mg,2
IQ Games,Pharmacy,CYP450 inhibitor + narrow TI drug = ?,Reduced drug levels,Increased drug levels and potential toxicity,No change,Faster elimination,1
IQ Games,Pharmacy,"If 1 mL of injection contains 40 mg, how many mL for 100 mg?",2 mL,2.5 mL,3 mL,3.5 mL,1
IQ Games,Pharmacy,"A controlled drug register must record: in, out, balance. If stock was 50, 10 dispensed and 20 received, balance = ?",50,55,60,65,2
IQ Games,Pharmacy,Which pattern is correct for antibiotic stewardship: short course → long course → ?,No course,"Targeted course (right drug, right dose, right duration)",Double course,Self-medication,1
IQ Games,Pharmacy,A patient weighs 60 lbs. Convert to kg (1 kg = 2.2 lbs). Weight in kg ≈ ?,22 kg,25 kg,27 kg,30 kg,2
IQ Games,Pharmacy,"Which is NOT a pharmacokinetic parameter: absorption, distribution, metabolism, elimination, efficacy?",Absorption,Distribution,Metabolism,Efficacy,3
IQ Games,Pharmacy,"An ointment base is 90% and active drug is 10%. For 50 g ointment, active drug = ?",3 g,4 g,5 g,6 g,2
IQ Games,Pharmacy,"Drug X has oral bioavailability of 50%. To get 100 mg systemic effect, oral dose needed = ?",100 mg,150 mg,200 mg,250 mg,2
IQ Games,Pharmacy,"If loading dose = Vd × Cp (target), and Vd = 40L and Cp = 2 mg/L, loading dose = ?",60 mg,80 mg,100 mg,120 mg,1
IQ Games,Pharmacy,"Serial dilution: Start with 1000 mg/mL, dilute 1:10 three times. Final concentration = ?",1 mg/mL,0.1 mg/mL,10 mg/mL,0.01 mg/mL,0
IQ Games,Pharmacy,Which analogy is correct: Pharmacokinetics : what body does to drug :: Pharmacodynamics : ?,What drug costs,What drug does to the body,How drug is manufactured,How drug is stored,1
Career Questions,Pharmacy,A patient refuses to take their prescribed antihypertensive. Ethically the pharmacist should?,Force compliance,"Respect autonomy, counsel on risks, and document refusal",Report to authorities,Dispense without counseling,1
Career Questions,Pharmacy,Which advanced pharmacy role involves direct patient care in clinical settings?,Dispensary pharmacist,Clinical pharmacist,Compounding pharmacist,Regulatory pharmacist,1
Career Questions,Pharmacy,"When a pharmacist identifies a drug-drug interaction in a prescription, best action is?",Dispense and warn patient,"Contact prescriber, suggest alternative, document intervention",Refuse dispensing without explanation,Dispense partial prescription,1
Career Questions,Pharmacy,What is the purpose of medication reconciliation in hospitals?,Speed up discharge,Accurately list all patient medications to prevent discrepancies,Replace prescriptions,Reduce drug costs,1
Career Questions,Pharmacy,A pharmaceutical company representative offers a pharmacist gifts to promote their product. This is?,Acceptable practice,An ethical conflict of interest to be refused,Standard industry practice,Only acceptable for OTC products,1
Career Questions,Pharmacy,What is 'rational drug use' according to WHO?,Using expensive drugs,"Patients receive appropriate drugs, doses, duration at lowest cost with accurate information",Using traditional medicine,Prescribing maximum doses,1
Career Questions,Pharmacy,Which competency distinguishes a PharmD-trained pharmacist?,Compounding only,Clinical decision-making and patient-centered pharmaceutical care,Drug dispensing only,Drug regulation,1
Career Questions,Pharmacy,A newly qualified pharmacist feels pressured to dispense a controlled substance without proper documentation. They should?,Comply to avoid conflict,Refuse and follow legal requirements regardless of pressure,Dispense and document later,Ask a colleague to do it,1
Career Questions,Pharmacy,What is 'therapeutic drug monitoring' (TDM) used for?,Tracking sales,Measuring drug serum levels to optimize dosing and minimize toxicity,Marketing research,Patient satisfaction surveys,1
Career Questions,Pharmacy,Drug information services provided by pharmacists help?,Only doctors,All healthcare professionals and patients make evidence-based drug decisions,Insurance companies only,Regulatory agencies only,1
Career Questions,Pharmacy,What is 'good pharmacy practice' (GPP)?,Maximum profit generation,Standards ensuring pharmacists deliver quality services meeting patients' needs,Minimal documentation,Fast dispensing,1
Career Questions,Pharmacy,Which interpersonal skill is most critical when counseling elderly patients?,Speed,"Patience, clear simple language, and confirming understanding",Technical jargon,Written instructions only,1
Career Questions,Pharmacy,A pharmacist in a rural community notices high rates of antibiotic self-medication. Best response?,Ignore it,Conduct community education on antibiotic resistance and proper use,Report only to authorities,Increase antibiotic stock,1
Career Questions,Pharmacy,What is 'medication error' and a pharmacist's role in prevention?,Expected outcome; no role,Any preventable event causing inappropriate medication use; pharmacists prevent through verification and counseling,Legal liability only; avoid involvement,A doctor's responsibility only,1
Career Questions,Pharmacy,Which pharmacy specialty focuses on preparing individualized medications?,Industrial pharmacy,Compounding pharmacy,Regulatory pharmacy,Community pharmacy,1
Career Questions,Pharmacy,What is the significance of post-marketing surveillance for pharmacists?,Increases drug sales,Identifies ADRs and safety issues not detected in clinical trials,Replaces clinical trials,Used for marketing,1
Career Questions,Pharmacy,A pharmacist working in drug regulation ensures?,Fast drug approvals only,"Drug safety, efficacy, and quality standards are met before and after market authorization",Drug manufacturing only,Hospital pharmacy services,1
Career Questions,Pharmacy,What does 'pharmaceutical industry' pharmacist role include?,Only dispensing,"Drug development, quality control, regulatory affairs, and pharmacovigilance",Community pharmacy,Clinical trials only,1
Career Questions,Pharmacy,Interprofessional collaboration for a pharmacist means?,Working alone,"Working with doctors, nurses, and other HCPs for optimal patient outcomes",Only consulting other pharmacists,Avoiding clinical decisions,1
Career Questions,Pharmacy,Which WHO program do pharmacists support to improve global access to essential medicines?,Trade agreements,Essential Medicines List and rational prescribing programs,Drug marketing programs,Insurance schemes,1
Career Questions,Pharmacy,What is 'health literacy' and its importance in pharmacy?,Academic education level,Patient's ability to understand health information; impacts medication adherence and safety,Pharmacist's knowledge level,Drug information database,1
Career Questions,Pharmacy,A pharmacist notices patterns suggesting a patient is overusing opioid prescriptions. Best action?,Dispense without concern,"Consult with the prescriber, assess for substance use disorder, and offer support resources",Refuse all future prescriptions,Report to police immediately,1
Career Questions,Pharmacy,What is the role of a pharmacist in vaccination programs?,No role,"Administering vaccines, counseling, and managing cold chain in authorized settings",Only storing vaccines,Only ordering vaccines,1
Career Questions,Pharmacy,Which is a key performance indicator (KPI) for a pharmacy?,Number of staff,"Prescription accuracy rate, patient wait time, and patient satisfaction",Profit margin only,Number of products stocked,1
Career Questions,Pharmacy,What does 'pharmaceutical care plan' include?,Drug pricing,"Patient-specific goals, drug therapy recommendations, monitoring parameters, and follow-up",Administrative records,Stock management,1
Career Questions,Pharmacy,Professional integrity for a pharmacist means?,Following only profitable practices,"Honest, ethical conduct even when no one is watching, putting patient safety first",Fast service delivery,Meeting sales targets,1
Question Bank,Pharmacy,A patient on warfarin starts taking rifampicin. What happens to warfarin effect and why?,Increased effect; rifampicin inhibits CYP2C9,Decreased effect; rifampicin induces CYP2C9 increasing warfarin metabolism,No change; different metabolic pathways,Increased effect; rifampicin displaces warfarin from protein binding,1
Question Bank,Pharmacy,Which pharmacodynamic model best describes receptor occupancy theory where effect is proportional to fraction of receptors occupied?,Michaelis-Menten kinetics,Clark's occupation theory (Emax model),Rate theory,Induced fit theory,1
Question Bank,Pharmacy,"In zero-order kinetics, which statement is TRUE?",Half-life is constant,Drug elimination rate is constant regardless of concentration,Doubling dose halves half-life,AUC is proportional to dose,1
Question Bank,Pharmacy,"A patient with renal failure has creatinine clearance of 20 mL/min (normal 100 mL/min). For a renally excreted drug with normal dose 500 mg every 8 hours, the adjusted dose interval using the fraction method is approximately?",Every 8 hours,Every 24 hours,Every 40 hours,Every 16 hours,2
Question Bank,Pharmacy,Which mechanism explains why co-administration of probenecid increases penicillin serum levels?,Probenecid inhibits penicillin renal tubular secretion,Probenecid enhances penicillin absorption,Probenecid inhibits CYP450 metabolism of penicillin,Probenecid displaces penicillin from protein binding,0
Question Bank,Pharmacy,Serotonin syndrome caused by combining SSRIs with MAOIs presents with which classic triad?,"Sedation, hypothermia, bradycardia","Neuromuscular abnormalities, altered mental status, autonomic instability","Respiratory depression, miosis, coma","Hypertension, tachycardia, fever alone",1
Question Bank,Pharmacy,Which statement correctly describes the difference between pharmacological antagonism types: competitive vs. irreversible (non-competitive)?,Both can be overcome by increasing agonist dose,Competitive antagonism is surmountable by increasing agonist; irreversible shifts Emax down and cannot be overcome,Irreversible antagonism shifts dose-response curve left,Competitive antagonism permanently reduces Emax,1
IQ Games,Pharmacy,"A drug follows first-order kinetics with t½ = 6h. After IV bolus of 200 mg, serum level at 24h = ? (Cp = C0 × (0.5)^(t/t½))",6.25 mg,12.5 mg,25 mg,3.125 mg,1
