category,department,text,option1,option2,option3,option4,correct_answer_index
Career Questions,Nursing,Reporting a medication error is?,Optional,Unnecessary if no harm done,A professional obligation,A career risk,2
Career Questions,Nursing,What is a nursing diagnosis?,Same as medical diagnosis,A nurse's identification of patient health problems,A test result,A prescription,1
Career Questions,Nursing,Night shift nurses must be skilled in?,Public speaking,Time management and alertness,Teaching,Research only,1
Career Questions,Nursing,Which is NOT part of a nursing assessment?,Vital signs,Medical history,Surgical procedure,Physical examination,2
Career Questions,Nursing,Empathy in nursing means?,Feeling sorry for patients,Understanding and sharing patient feelings,Crying with patients,Being emotional,1
Career Questions,Nursing,What is the purpose of a nursing care plan?,Billing purposes,Guide individualized patient care,Administrative records,Shift planning,1
Career Questions,Nursing,Which professional body regulates nursing in most countries?,Ministry of Finance,Nursing Council or Board,Medical Association,Pharmacy Board,1
Career Questions,Nursing,Time management for nurses includes?,Working alone,Prioritizing patient care tasks effectively,Taking long breaks,Delegating all tasks,1
Career Questions,Nursing,A nurse should refuse an order if?,The doctor is junior,The order could harm the patient,The shift is ending,The medication is expensive,1
Career Questions,Nursing,Culturally sensitive care means?,Ignoring cultural differences,Respecting patient's cultural beliefs and practices,Treating all patients identically,Following only hospital culture,1
Career Questions,Nursing,Which is a primary prevention activity for nurses?,Treating infections,Giving vaccines,Post-surgical care,Wound dressing,1
Career Questions,Nursing,Professionalism in nursing includes?,Wearing uniform only,"Accountability, integrity, and ethical behavior",Speed and efficiency only,Following senior nurses,1
Question Bank,Nursing,A patient is in metabolic acidosis. Which arterial blood gas finding confirms this?,"pH 7.45, HCO3 28","pH 7.30, HCO3 18","pH 7.50, HCO3 30","pH 7.35, HCO3 24",1
Question Bank,Nursing,Which medication is a first-line treatment for anaphylaxis?,Diphenhydramine,Hydrocortisone,Epinephrine,Salbutamol,2
Question Bank,Nursing,"Cushing's triad includes hypertension, bradycardia, and?",Hyperthermia,Irregular respirations,Tachypnea,Diaphoresis,1
Question Bank,Nursing,A patient on warfarin has an INR of 5.0. The nurse should?,Administer next dose,Hold the dose and notify physician,Double the next dose,Continue as prescribed,1
Question Bank,Nursing,Which electrolyte imbalance causes peaked T-waves on ECG?,Hypernatremia,Hypokalemia,Hyperkalemia,Hypercalcemia,2
Question Bank,Nursing,Chvostek's sign and Trousseau's sign indicate which imbalance?,Hyperkalemia,Hypocalcemia,Hypernatremia,Hypomagnesemia,1
Question Bank,Nursing,Priority nursing intervention for a patient with hypoglycemia is?,Administer insulin,Give 15g fast-acting carbohydrate,Start IV fluids,Call the doctor immediately,1
Question Bank,Nursing,Which position is used for a patient with increased intracranial pressure?,Flat supine,Trendelenburg,Head of bed elevated 30°,Prone,2
Question Bank,Nursing,A patient on digoxin reports seeing yellow halos. This suggests?,Normal side effect,Therapeutic level,Digoxin toxicity,Allergic reaction,2
Question Bank,Nursing,What does a positive Homans sign suggest?,Pulmonary embolism,Deep vein thrombosis,Arterial occlusion,Lymphedema,1
Question Bank,Nursing,"In DKA management, after fluid resuscitation the nurse expects to administer?",Oral glucose,Regular insulin IV,Glucagon,Bicarbonate immediately,1
Question Bank,Nursing,Which assessment finding indicates worsening heart failure?,Weight loss of 1 kg,3+ pitting edema,Improved urine output,Clear lung sounds,1
Question Bank,Nursing,A patient receiving packed red blood cells develops fever and chills 15 minutes into transfusion. The nurse should first?,Slow the infusion,Administer antipyretics,Stop the transfusion,Notify the physician,2
Question Bank,Nursing,Which cranial nerve is assessed by asking the patient to shrug their shoulders?,CN X,CN XI,CN XII,CN VII,1
Question Bank,Nursing,Normal central venous pressure (CVP) range is?,0-2 mmHg,2-6 mmHg,8-12 mmHg,15-20 mmHg,1
Question Bank,Nursing,Which medication requires monitoring of serum lithium levels?,Amoxicillin,Lithium carbonate,Metformin,Warfarin,1
Question Bank,Nursing,A patient has a serum sodium of 125 mEq/L. Which symptom is expected?,Excessive thirst,Confusion and headache,Muscle twitching,Polyuria,1
Question Bank,Nursing,Kernig's sign is associated with?,Meningitis,Appendicitis,Hip fracture,Liver disease,0
Question Bank,Nursing,A post-operative patient has urinary output of 20 mL/hour for 2 consecutive hours. The nurse should?,Ignore it as normal,Document and monitor,Notify physician immediately,Encourage oral fluids,2
Question Bank,Nursing,Which drug is the antidote for heparin overdose?,Vitamin K,Protamine sulfate,Naloxone,Flumazenil,1
Question Bank,Nursing,A patient with SIADH will have?,High serum sodium,Low urine osmolality,Low serum sodium,High serum potassium,2
Question Bank,Nursing,Glasgow Coma Scale score of 8 or below indicates?,Mild confusion,Need for intubation consideration,Normal consciousness,Moderate sedation,1
Question Bank,Nursing,Which acid-base imbalance occurs with prolonged vomiting?,Metabolic acidosis,Respiratory acidosis,Metabolic alkalosis,Respiratory alkalosis,2
Question Bank,Nursing,A patient with myasthenia gravis crisis needs monitoring for?,Renal failure,Respiratory muscle weakness,Liver failure,Cardiac arrhythmia,1
Question Bank,Nursing,Which medication is used to reverse benzodiazepine overdose?,Naloxone,Atropine,Flumazenil,Neostigmine,2
Question Bank,Nursing,Orthostatic hypotension is defined as a drop in systolic BP of at least?,5 mmHg,10 mmHg,20 mmHg,30 mmHg,2
Question Bank,Nursing,A patient with jaundice has pruritus. The priority intervention is?,Apply lotion,Keep skin cool,Administer antihistamine,Provide colestyramine as ordered,3
IQ Games,Nursing,A nurse must give 0.5 mg of a drug. The vial contains 2 mg/mL. How many mL should she draw?,0.1 mL,0.25 mL,0.5 mL,1 mL,1
IQ Games,Nursing,"Patient A improves in 3 days, Patient B in 6 days, Patient C in 9 days. What is the pattern?",Arithmetic +2,Arithmetic +3,Geometric ×2,Random,1
IQ Games,Nursing,"Drug X has a half-life of 4 hours. If 100 mg is given at 8 AM, how much remains at 4 PM?",50 mg,25 mg,12.5 mg,6.25 mg,1
IQ Games,Nursing,A ward uses 120 gloves per day. How many boxes of 100 are needed for 2 weeks?,16,17,18,19,1
IQ Games,Nursing,"If a nurse earns Rs 50,000/month and spends 60% on expenses, how much is saved yearly?","Rs 180,000","Rs 240,000","Rs 300,000","Rs 360,000",1
IQ Games,Nursing,Nurse : Patient :: Mechanic : ?,Tools,Car,Workshop,Road,1
IQ Games,Nursing,"Which does NOT follow: vital signs, assessment, diagnosis, intervention, evaluation?",Vital signs,Assessment,Diagnosis,Intervention,0
IQ Games,Nursing,"A 250 mL infusion runs over 2 hours. At 20 drops/mL, what is the drop rate per minute?",42 drops/min,38 drops/min,35 drops/min,41.7 drops/min,3
IQ Games,Nursing,Complete the analogy: Scalpel : Surgeon :: Stethoscope : ?,Hospital,Doctor/Nurse,Patient,Medicine,1
IQ Games,Nursing,"If every third patient needs a wheelchair and there are 90 patients, how many wheelchairs?",20,25,30,35,2
IQ Games,Nursing,"A medication is given at 100 mg twice daily. After 5 days, total dose given is?",500 mg,750 mg,1000 mg,1500 mg,2
IQ Games,Nursing,"Which number comes next: 1, 1, 2, 3, 5, 8, ?",10,11,13,15,2
IQ Games,Nursing,A hospital bed costs Rs 500 to maintain per day. Monthly cost for 10 beds is?,"Rs 100,000","Rs 120,000","Rs 150,000","Rs 200,000",2
IQ Games,Nursing,"If Patient X gets 500 mL IV in 4 hours, what is the rate in mL/min?",1.5,2.0,2.08,2.5,2
IQ Games,Nursing,"Which word is the odd one out: assess, diagnose, treat, prescribe, evaluate?",Assess,Diagnose,Treat,Prescribe,3
IQ Games,Nursing,A patient weighs 70 kg. Drug dose is 5 mg/kg/day. What is the daily dose?,250 mg,300 mg,350 mg,400 mg,2
IQ Games,Nursing,How many minutes in 6.5 hours?,360,380,390,420,2
IQ Games,Nursing,"A nurse makes 3 errors per 1000 procedures. In 5000 procedures, expected errors are?",12,15,18,20,1
IQ Games,Nursing,"Which pattern completes the series: 100, 90, 81, 73, ?",66,67,68,65,0
IQ Games,Nursing,"If 1 unit of blood raises Hb by 1 g/dL and patient needs to raise Hb from 7 to 10, how many units?",2,3,4,5,1
IQ Games,Nursing,A thermometer reads 98.6°F. In Celsius this is?,36°C,37°C,38°C,39°C,1
IQ Games,Nursing,A hospital has 200 nurses. 25% work night shifts. How many work day shifts?,100,125,150,175,2
IQ Games,Nursing,"Which item does NOT belong: saline, glucose, lactated Ringer's, penicillin?",Saline,Glucose,Lactated Ringer's,Penicillin,3
IQ Games,Nursing,"If a drug expires in 6 months and today is January, it expires in?",June,July,August,September,0
IQ Games,Nursing,Patient BMI = weight(kg)/height(m)². A 80 kg person who is 1.6 m tall has BMI of?,28.5,30.2,31.25,33,2
IQ Games,Nursing,"A catheter bag holds 800 mL. If output is 200 mL/hr, when should it be emptied?",2 hrs,3 hrs,4 hrs,5 hrs,2
IQ Games,Nursing,Complete: Prevention : Vaccine :: Cure : ?,Surgery,Injection,Treatment/Medicine,Hospital,2
Career Questions,Nursing,A senior nurse asks you to falsify a patient record. You should?,Comply to avoid conflict,Report to nursing supervisor,Do it if no one is watching,Ignore the request,1
Career Questions,Nursing,"When a nurse disagrees with a physician's order, the best action is?",Ignore the order,Carry out the order silently,Clarify the order professionally,Refuse without explanation,2
Career Questions,Nursing,Which advanced nursing role involves diagnosis and prescribing?,Staff nurse,Charge nurse,Nurse practitioner,Nursing assistant,2
Career Questions,Nursing,What is 'burnout' in nursing and its primary cause?,Excitement from overwork; too many patients,Physical/emotional exhaustion; chronic workplace stress,A motivational state; high performance,Temporary fatigue; lack of sleep only,1
Career Questions,Nursing,An effective charge nurse demonstrates?,Technical skills only,Clinical expertise plus leadership and coordination,Seniority based authority,Speed in completing tasks,1
Career Questions,Nursing,What is the best approach when breaking bad news to a patient?,Be abrupt to save time,Use SPIKES protocol with empathy,Avoid telling the patient,Send a written note,1
Career Questions,Nursing,Delegation in nursing requires the nurse to?,Hand all tasks to juniors,Ensure tasks are matched to the delegate's competence,Avoid delegating,Delegate based on seniority only,1
Career Questions,Nursing,Which nursing specialty focuses on mental health treatment?,Oncology nursing,Psychiatric nursing,Forensic nursing,Pediatric nursing,1
Career Questions,Nursing,How does a nurse manage a demanding or aggressive patient?,Match their aggression,Set firm boundaries calmly and de-escalate,Avoid all interaction,Report without addressing,1
Career Questions,Nursing,A patient refuses a prescribed treatment. Ethically the nurse must?,Force treatment for their wellbeing,Respect autonomy and document refusal,Convince family to override,Call the doctor to force compliance,1
Career Questions,Nursing,What is 'secondary traumatic stress' in healthcare workers?,Physical injury from patient,Emotional stress from caring for traumatized patients,Work-related physical fatigue,Stress from administrative work,1
Career Questions,Nursing,SMART goals in nursing education stand for?,"Simple, Measurable, Attainable, Relevant, Timed","Specific, Measurable, Achievable, Relevant, Time-bound","Strategic, Motivational, Accurate, Realistic, Tested","Simplified, Managed, Aligned, Reviewed, Timed",1
Career Questions,Nursing,Which nursing theorist developed the 'Self-Care Deficit Theory'?,Virginia Henderson,Dorothy Orem,Betty Neuman,Jean Watson,1
Career Questions,Nursing,Inter-professional collaboration in healthcare means?,Doctors doing all work,Multiple health professionals working together for patient care,Nurses working independently,Administrative coordination only,1
Career Questions,Nursing,What is the purpose of clinical supervision in nursing?,Punish poor performance,Support professional development and safe practice,Replace performance appraisal,Monitor attendance,1
Career Questions,Nursing,Telehealth nursing requires competency in?,Only clinical skills,Clinical skills plus technology and remote communication,Administrative skills only,Physical assessment only,1
Career Questions,Nursing,A nurse notices a colleague appears impaired at work. Best action is?,Ignore it,Cover for the colleague,Report through proper channels,Confront aggressively,2
Career Questions,Nursing,What is 'lateral violence' in nursing?,Patient aggression,Bullying among nursing peers,Violence from visitors,Physical injury at work,1
Career Questions,Nursing,Nursing leadership style that involves staff in decisions is called?,Autocratic,Laissez-faire,Democratic/participative,Transactional,2
Career Questions,Nursing,Reflective practice in nursing involves?,Following procedures without question,Analyzing experiences to improve future practice,Memorizing clinical guidelines,Evaluating other nurses,1
Career Questions,Nursing,Which is most important when prioritizing multiple critical patients?,Patient's family demands,"ABC (Airway, Breathing, Circulation)",Physician orders only,Length of hospital stay,1
Career Questions,Nursing,What does 'vicarious liability' mean for a nursing manager?,Personal malpractice,Responsibility for staff's negligent acts,Patient's legal rights,Liability waiver,1
Career Questions,Nursing,Nurses pursuing a Masters in Nursing Science (MNSc) aim for?,Staff nurse role only,Advanced clinical practice or academic/research roles,Hospital administration only,Community outreach only,1
Career Questions,Nursing,An ethical dilemma in nursing occurs when?,Policies are unclear,Two equally important moral duties conflict,Patient refuses care,Nurse lacks clinical skills,1
Career Questions,Nursing,Root cause analysis (RCA) in nursing is used for?,Performance ranking,Investigating adverse events to prevent recurrence,Budget management,Hiring new staff,1
Career Questions,Nursing,Which is an example of transformational leadership in nursing?,Strict rule enforcement,Inspiring staff through vision and motivation,Delegating all tasks,Avoiding conflict,1
Question Bank,Nursing,"A patient on mechanical ventilation has PaO2 of 55 mmHg, PaCO2 of 55 mmHg, pH 7.28, HCO3 24 mEq/L. This represents?",Metabolic acidosis with compensation,Respiratory acidosis uncompensated,Mixed respiratory and metabolic acidosis,Respiratory alkalosis,1
Question Bank,Nursing,"In a patient with suspected aortic dissection, which finding is most critical to assess?",Blood pressure difference between arms,Pedal edema,Urine output,Peripheral temperature,0
Question Bank,Nursing,Which mechanism explains why patients with SIADH develop hyponatremia?,Excessive sodium loss via kidneys,Excessive water retention due to inappropriate ADH secretion,Inadequate sodium intake,Aldosterone excess,1
Question Bank,Nursing,"A patient post-CABG develops sudden hypotension, elevated CVP, and muffled heart sounds. The nurse suspects?",Pulmonary embolism,Cardiogenic shock,Cardiac tamponade,Tension pneumothorax,2
Question Bank,Nursing,Which pharmacokinetic principle explains why elderly patients need lower drug doses?,Increased first-pass effect,Decreased renal and hepatic clearance,Increased volume of distribution,Enhanced drug absorption,1
Question Bank,Nursing,A patient with burns covering 36% BSA requires fluid resuscitation using Parkland formula. Weight 75 kg. First 8 hours fluid is?,2700 mL,5400 mL,10800 mL,8100 mL,1
Question Bank,Nursing,Neurogenic shock differs from hypovolemic shock by presenting with?,Tachycardia and cool clammy skin,Bradycardia and warm dry skin,High blood pressure,Elevated CVP,1
IQ Games,Nursing,A nurse must infuse 1L of NS with 40 mEq KCl over 8 hours via infusion pump. The safe max rate for KCl is 10 mEq/hr. Is this safe?,"Yes, the rate is exactly 10 mEq/hr — safe if monitored","No, the rate exceeds 10 mEq/hr","Yes, any KCl rate is safe","No, KCl should never be added to NS",0
IQ Games,Nursing,Drug X concentration is 250 mg/5 mL. Order is for 175 mg. Volume to draw = ?,2.5 mL,3.0 mL,3.5 mL,4.0 mL,2
IQ Games,Nursing,A patient's creatinine clearance drops from 90 to 30 mL/min. Drug dose should be?,Doubled,Increased by 50%,Reduced significantly — dose adjustment needed,Kept the same,2
IQ Games,Nursing,"Using the rule of nines, a burn patient has anterior trunk and entire right leg burned. What % BSA?",27%,36%,37%,45%,1
IQ Games,Nursing,A patient receives 3 units of blood each raising Hb by 1 g/dL. Pre-transfusion Hb was 6 g/dL. Post-transfusion Hb target of 10 g/dL requires how many more units?,0,1,2,3,1
IQ Games,Nursing,"In a logical sequence: assess → diagnose → plan → implement → evaluate → reassess. Which step is skipped here: assess, plan, implement, evaluate?",Diagnose,Reassess,Both diagnose and reassess,Nothing is skipped,0
IQ Games,Nursing,A patient is on TPN at 80 mL/hr. The bag has 1000 mL remaining. A new bag should be ready in how many minutes to prevent interruption (allowing 15 min setup)?,600,735,585,615,2
Career Questions,Nursing,You discover that a colleague has been systematically administering smaller opioid doses than prescribed and pocketing the remainder. Your ethical-legal obligations include?,Report to nursing council and document the incident — potential drug diversion,Counsel the colleague privately first and give them a chance,Ignore it unless a patient complains,Report only if you witness it again,0
Career Questions,Nursing,A research study asks nurses to participate without full disclosure of risks. The ethical principle being violated is?,Justice,Beneficence,Informed consent/Autonomy,Non-maleficence,2
Career Questions,Nursing,Which advanced practice nursing framework describes the nurse's role in navigating complex systems to improve patient outcomes?,Benner's Novice to Expert,Clinical Nurse Leader (CNL) framework,Henderson's 14 Basic Needs,Peplau's Interpersonal Theory,1
Career Questions,Nursing,A hospital introduces mandatory overtime due to staff shortage. Under which legal framework can nurses challenge this safely?,Personal employment contract only,Occupational health and safety laws plus nursing professional standards,Hospital policy alone,Medical ethics committee,1
Career Questions,Nursing,A nurse identifies a systemic medication administration error pattern in the unit. The most appropriate systemic response is?,Blame the individuals involved,Conduct a root cause analysis and implement system-level change,Increase individual nurse supervision,Report only future errors,1
Career Questions,Nursing,When navigating moral distress — knowing the right action but being constrained from doing it — the evidence-based coping strategy is?,Suppress emotions and continue working,Seek clinical ethics consultation and peer support,Resign from position,Follow instructions without question,1
