category,department,text,option1,option2,option3,option4,correct_answer_index
Question Bank,BSH,Which of the following defines 'Probability'?,The measure of the likelihood that an event will occur,The exact certainty of an event,The mean of a data set,A statistical outlier,0
Question Bank,BSH,Which of the following defines 'Active Voice'?,A poetic device,A sentence structure where the subject performs the action stated by the verb,A sentence where the subject receives the action,A type of academic citation,1
Question Bank,BSH,Which of the following defines 'Plagiarism'?,Citing sources correctly,Working collaboratively on a project,The practice of taking someone else's work or ideas and passing them off as one's own,Paraphrasing with proper attribution,2
Question Bank,BSH,Which of the following defines 'Thesis Statement'?,The concluding paragraph of an essay,The abstract of a paper,A list of references,A short statement that summarizes the main point or claim of an essay or research paper,3
Question Bank,BSH,Which of the following defines 'Utilitarianism'?,The practice of prioritizing individual needs over the group,An ethical theory that promotes actions that maximize happiness and well-being for the majority,An ethical theory based strictly on duty and rules,The belief that there are no absolute moral rules,1
Question Bank,BSH,Which of the following defines 'Sociology'?,The study of economic markets,The study of the human mind and behavior,"The study of the development, structure, and functioning of human society",The study of past historical events,2
Question Bank,BSH,Which of the following defines 'Epistemology'?,The study of the physical universe,The study of beauty and art,The branch of philosophy concerned with the theory of knowledge,The study of moral values,2
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Newton's First Law' refers to:",Force equals mass times acceleration,An object at rest stays at rest unless acted upon by a force,"For every action, there is an equal and opposite reaction",Energy cannot be created or destroyed,1
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Velocity' refers to:",The mass of an object in motion,The rate of change of displacement with respect to time,The rate of change of speed,The total distance covered over time,1
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Thermodynamics (First Law)' refers to:",Entropy of an isolated system always increases,Absolute zero cannot be reached,"Energy can neither be created nor destroyed, only transformed",Heat flows from cold to hot,2
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Covalent Bond' refers to:",A bond between two metals,A bond formed by the transfer of electrons,An attraction between molecules,A chemical bond that involves the sharing of electron pairs between atoms,3
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'pH Scale' refers to:",A measure of the acidity or basicity of an aqueous solution,A scale for measuring radioactive decay,A scale for measuring atmospheric pressure,A measure of temperature,0
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Atomic Number' refers to:",The number of electrons in the outer shell,The atomic weight of an element,The total number of protons and neutrons,The number of protons in the nucleus of an atom,3
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Derivative' refers to:",The rate at which a function is changing at any given point,The area under a curve,A matrix determinant,A statistical average,0
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Integral' refers to:",The mathematical concept that represents the area under a curve,The rate of change of a function,The highest point of a parabola,The slope of a tangent line,0
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Probability' refers to:",The measure of the likelihood that an event will occur,The mean of a data set,A statistical outlier,The exact certainty of an event,0
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Active Voice' refers to:",A sentence structure where the subject performs the action stated by the verb,A poetic device,A sentence where the subject receives the action,A type of academic citation,0
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Plagiarism' refers to:",Paraphrasing with proper attribution,Working collaboratively on a project,Citing sources correctly,The practice of taking someone else's work or ideas and passing them off as one's own,3
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Thesis Statement' refers to:",The concluding paragraph of an essay,A short statement that summarizes the main point or claim of an essay or research paper,The abstract of a paper,A list of references,1
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Utilitarianism' refers to:",The practice of prioritizing individual needs over the group,The belief that there are no absolute moral rules,An ethical theory based strictly on duty and rules,An ethical theory that promotes actions that maximize happiness and well-being for the majority,3
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Sociology' refers to:",The study of the human mind and behavior,The study of past historical events,The study of economic markets,"The study of the development, structure, and functioning of human society",3
Question Bank,BSH,"In the context of Basic Sciences and Humanities, 'Epistemology' refers to:",The study of moral values,The study of beauty and art,The branch of philosophy concerned with the theory of knowledge,The study of the physical universe,2
Question Bank,BSH,Which term is best defined as: 'An object at rest stays at rest unless acted upon by a force'?,Relativism,Syntax,Kinematics,Newton's First Law,3
Question Bank,BSH,Which term is best defined as: 'The rate of change of displacement with respect to time'?,Relativism,Syntax,Kinematics,Velocity,3
Question Bank,BSH,"Which term is best defined as: 'Energy can neither be created nor destroyed, only transformed'?",Thermodynamics (First Law),Kinematics,Relativism,Syntax,0
Question Bank,BSH,Which term is best defined as: 'A chemical bond that involves the sharing of electron pairs between atoms'?,Relativism,Covalent Bond,Kinematics,Syntax,1
Question Bank,BSH,Which term is best defined as: 'A measure of the acidity or basicity of an aqueous solution'?,pH Scale,Kinematics,Syntax,Relativism,0
Question Bank,BSH,Which term is best defined as: 'The number of protons in the nucleus of an atom'?,Atomic Number,Relativism,Kinematics,Syntax,0
Question Bank,BSH,Which term is best defined as: 'The rate at which a function is changing at any given point'?,Derivative,Syntax,Relativism,Kinematics,0
Question Bank,BSH,Which term is best defined as: 'The mathematical concept that represents the area under a curve'?,Syntax,Integral,Relativism,Kinematics,1
Question Bank,BSH,Which term is best defined as: 'The measure of the likelihood that an event will occur'?,Probability,Syntax,Kinematics,Relativism,0
Question Bank,BSH,Which term is best defined as: 'A sentence structure where the subject performs the action stated by the verb'?,Active Voice,Relativism,Kinematics,Syntax,0
Question Bank,BSH,Which term is best defined as: 'The practice of taking someone else's work or ideas and passing them off as one's own'?,Relativism,Plagiarism,Syntax,Kinematics,1
Question Bank,BSH,Which term is best defined as: 'A short statement that summarizes the main point or claim of an essay or research paper'?,Thesis Statement,Kinematics,Syntax,Relativism,0
Question Bank,BSH,Which term is best defined as: 'An ethical theory that promotes actions that maximize happiness and well-being for the majority'?,Kinematics,Utilitarianism,Syntax,Relativism,1
Question Bank,BSH,"Which term is best defined as: 'The study of the development, structure, and functioning of human society'?",Kinematics,Relativism,Sociology,Syntax,2
Question Bank,BSH,Which term is best defined as: 'The branch of philosophy concerned with the theory of knowledge'?,Epistemology,Kinematics,Syntax,Relativism,0
Question Bank,BSH,Select the most accurate statement regarding Newton's First Law:,Energy cannot be created or destroyed,Force equals mass times acceleration,"For every action, there is an equal and opposite reaction",An object at rest stays at rest unless acted upon by a force,3
Question Bank,BSH,Select the most accurate statement regarding Velocity:,The rate of change of displacement with respect to time,The mass of an object in motion,The total distance covered over time,The rate of change of speed,0
Question Bank,BSH,Select the most accurate statement regarding Thermodynamics (First Law):,Heat flows from cold to hot,"Energy can neither be created nor destroyed, only transformed",Absolute zero cannot be reached,Entropy of an isolated system always increases,1
Question Bank,BSH,Select the most accurate statement regarding Covalent Bond:,A chemical bond that involves the sharing of electron pairs between atoms,An attraction between molecules,A bond formed by the transfer of electrons,A bond between two metals,0
Question Bank,BSH,Select the most accurate statement regarding pH Scale:,A measure of the acidity or basicity of an aqueous solution,A scale for measuring radioactive decay,A scale for measuring atmospheric pressure,A measure of temperature,0
Question Bank,BSH,Select the most accurate statement regarding Atomic Number:,The number of protons in the nucleus of an atom,The atomic weight of an element,The total number of protons and neutrons,The number of electrons in the outer shell,0
Question Bank,BSH,Select the most accurate statement regarding Derivative:,The area under a curve,A statistical average,The rate at which a function is changing at any given point,A matrix determinant,2
Question Bank,BSH,Select the most accurate statement regarding Integral:,The mathematical concept that represents the area under a curve,The rate of change of a function,The slope of a tangent line,The highest point of a parabola,0
Question Bank,BSH,Select the most accurate statement regarding Probability:,The exact certainty of an event,A statistical outlier,The measure of the likelihood that an event will occur,The mean of a data set,2
Question Bank,BSH,Select the most accurate statement regarding Active Voice:,A poetic device,A sentence where the subject receives the action,A sentence structure where the subject performs the action stated by the verb,A type of academic citation,2
Question Bank,BSH,Select the most accurate statement regarding Plagiarism:,Citing sources correctly,Paraphrasing with proper attribution,Working collaboratively on a project,The practice of taking someone else's work or ideas and passing them off as one's own,3
Question Bank,BSH,Select the most accurate statement regarding Thesis Statement:,The abstract of a paper,The concluding paragraph of an essay,A list of references,A short statement that summarizes the main point or claim of an essay or research paper,3
Question Bank,BSH,Select the most accurate statement regarding Utilitarianism:,An ethical theory based strictly on duty and rules,An ethical theory that promotes actions that maximize happiness and well-being for the majority,The practice of prioritizing individual needs over the group,The belief that there are no absolute moral rules,1
Question Bank,BSH,Select the most accurate statement regarding Sociology:,"The study of the development, structure, and functioning of human society",The study of the human mind and behavior,The study of past historical events,The study of economic markets,0
Question Bank,BSH,Select the most accurate statement regarding Epistemology:,The branch of philosophy concerned with the theory of knowledge,The study of the physical universe,The study of beauty and art,The study of moral values,0
Question Bank,BSH,A fundamental topic taught in foundational courses is Newton's First Law. What does it mean?,"For every action, there is an equal and opposite reaction",An object at rest stays at rest unless acted upon by a force,Energy cannot be created or destroyed,Force equals mass times acceleration,1
Question Bank,BSH,A fundamental topic taught in foundational courses is Velocity. What does it mean?,The total distance covered over time,The rate of change of speed,The mass of an object in motion,The rate of change of displacement with respect to time,3
Question Bank,BSH,A fundamental topic taught in foundational courses is Thermodynamics (First Law). What does it mean?,Entropy of an isolated system always increases,Absolute zero cannot be reached,"Energy can neither be created nor destroyed, only transformed",Heat flows from cold to hot,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Covalent Bond. What does it mean?,A bond between two metals,A bond formed by the transfer of electrons,An attraction between molecules,A chemical bond that involves the sharing of electron pairs between atoms,3
Question Bank,BSH,A fundamental topic taught in foundational courses is pH Scale. What does it mean?,A measure of temperature,A scale for measuring radioactive decay,A measure of the acidity or basicity of an aqueous solution,A scale for measuring atmospheric pressure,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Atomic Number. What does it mean?,The number of electrons in the outer shell,The number of protons in the nucleus of an atom,The total number of protons and neutrons,The atomic weight of an element,1
Question Bank,BSH,A fundamental topic taught in foundational courses is Derivative. What does it mean?,The rate at which a function is changing at any given point,The area under a curve,A matrix determinant,A statistical average,0
Question Bank,BSH,A fundamental topic taught in foundational courses is Integral. What does it mean?,The mathematical concept that represents the area under a curve,The slope of a tangent line,The highest point of a parabola,The rate of change of a function,0
Question Bank,BSH,A fundamental topic taught in foundational courses is Probability. What does it mean?,A statistical outlier,The exact certainty of an event,The measure of the likelihood that an event will occur,The mean of a data set,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Active Voice. What does it mean?,A type of academic citation,A sentence structure where the subject performs the action stated by the verb,A poetic device,A sentence where the subject receives the action,1
Question Bank,BSH,A fundamental topic taught in foundational courses is Plagiarism. What does it mean?,Paraphrasing with proper attribution,Citing sources correctly,The practice of taking someone else's work or ideas and passing them off as one's own,Working collaboratively on a project,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Thesis Statement. What does it mean?,The abstract of a paper,A short statement that summarizes the main point or claim of an essay or research paper,The concluding paragraph of an essay,A list of references,1
Question Bank,BSH,A fundamental topic taught in foundational courses is Utilitarianism. What does it mean?,The belief that there are no absolute moral rules,An ethical theory based strictly on duty and rules,An ethical theory that promotes actions that maximize happiness and well-being for the majority,The practice of prioritizing individual needs over the group,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Sociology. What does it mean?,The study of economic markets,The study of past historical events,"The study of the development, structure, and functioning of human society",The study of the human mind and behavior,2
Question Bank,BSH,A fundamental topic taught in foundational courses is Epistemology. What does it mean?,The study of the physical universe,The study of moral values,The study of beauty and art,The branch of philosophy concerned with the theory of knowledge,3
Question Bank,BSH,Identify the concept described here: 'An object at rest stays at rest unless acted upon by a force',Ontology,Quantum Mechanics,Phonetics,Newton's First Law,3
Question Bank,BSH,Identify the concept described here: 'The rate of change of displacement with respect to time',Quantum Mechanics,Velocity,Ontology,Phonetics,1
Question Bank,BSH,"Identify the concept described here: 'Energy can neither be created nor destroyed, only transformed'",Thermodynamics (First Law),Ontology,Quantum Mechanics,Phonetics,0
Question Bank,BSH,Identify the concept described here: 'A chemical bond that involves the sharing of electron pairs between atoms',Phonetics,Quantum Mechanics,Ontology,Covalent Bond,3
Question Bank,BSH,Identify the concept described here: 'A measure of the acidity or basicity of an aqueous solution',Ontology,Phonetics,pH Scale,Quantum Mechanics,2
Question Bank,BSH,Identify the concept described here: 'The number of protons in the nucleus of an atom',Atomic Number,Ontology,Quantum Mechanics,Phonetics,0
Question Bank,BSH,Identify the concept described here: 'The rate at which a function is changing at any given point',Quantum Mechanics,Phonetics,Derivative,Ontology,2
Question Bank,BSH,Identify the concept described here: 'The mathematical concept that represents the area under a curve',Ontology,Quantum Mechanics,Integral,Phonetics,2
Question Bank,BSH,Identify the concept described here: 'The measure of the likelihood that an event will occur',Quantum Mechanics,Ontology,Phonetics,Probability,3
Question Bank,BSH,Identify the concept described here: 'A sentence structure where the subject performs the action stated by the verb',Phonetics,Active Voice,Ontology,Quantum Mechanics,1
IQ Games,BSH,"What comes next in the sequence: 4, 8, 12, 16, ...?",21,20,16,24,1
IQ Games,BSH,"What comes next in the sequence: 3, 6, 9, 12, ...?",12,15,16,18,1
IQ Games,BSH,"What comes next in the sequence: 3, 9, 15, 21, ...?",21,33,28,27,3
IQ Games,BSH,"What comes next in the sequence: 4, 10, 16, 22, ...?",22,29,34,28,3
IQ Games,BSH,"What comes next in the sequence: 4, 11, 18, 25, ...?",25,39,33,32,3
IQ Games,BSH,"What comes next in the sequence: 3, 8, 13, 18, ...?",18,23,28,24,1
IQ Games,BSH,"What comes next in the sequence: 2, 9, 16, 23, ...?",37,30,31,23,1
IQ Games,BSH,"What comes next in the sequence: 3, 6, 9, 12, ...?",18,16,15,12,2
IQ Games,BSH,"What comes next in the sequence: 4, 10, 16, 22, ...?",28,29,22,34,0
IQ Games,BSH,"What comes next in the sequence: 4, 9, 14, 19, ...?",25,29,24,19,2
IQ Games,BSH,"What comes next in the sequence: 5, 10, 15, 20, ...?",25,30,26,20,0
IQ Games,BSH,"What comes next in the sequence: 3, 10, 17, 24, ...?",32,38,24,31,3
IQ Games,BSH,"What comes next in the sequence: 3, 7, 11, 15, ...?",15,20,19,23,2
IQ Games,BSH,"What comes next in the sequence: 5, 12, 19, 26, ...?",34,26,33,40,2
IQ Games,BSH,"What comes next in the sequence: 3, 7, 11, 15, ...?",23,20,15,19,3
IQ Games,BSH,"What comes next in the sequence: 4, 10, 16, 22, ...?",29,28,22,34,1
IQ Games,BSH,"What comes next in the sequence: 5, 9, 13, 17, ...?",17,21,25,22,1
IQ Games,BSH,"What comes next in the sequence: 3, 6, 9, 12, ...?",15,12,18,16,0
IQ Games,BSH,"What comes next in the sequence: 5, 12, 19, 26, ...?",34,40,33,26,2
IQ Games,BSH,"What comes next in the sequence: 5, 8, 11, 14, ...?",17,20,18,14,0
IQ Games,BSH,Analogy: Writer is to Pen as Painter is to...?,None of the above,Canvas,Brush,Easel,2
IQ Games,BSH,Analogy: Thermometer is to Temperature as Barometer is to...?,Weather,None of the above,Wind,Pressure,3
IQ Games,BSH,Analogy: Bird is to Avian as Dog is to...?,Canine,Bovine,None of the above,Feline,0
IQ Games,BSH,Analogy: Chapter is to Book as Room is to...?,Window,None of the above,Door,House,3
IQ Games,BSH,Analogy: Ignorance is to Education as Disease is to...?,None of the above,Medicine,Hospital,Doctor,1
IQ Games,BSH,Analogy: Writer is to Pen as Painter is to...?,Canvas,None of the above,Easel,Brush,3
IQ Games,BSH,Analogy: Thermometer is to Temperature as Barometer is to...?,Weather,Pressure,None of the above,Wind,1
IQ Games,BSH,Analogy: Bird is to Avian as Dog is to...?,Bovine,Feline,Canine,None of the above,2
IQ Games,BSH,Analogy: Chapter is to Book as Room is to...?,House,Door,None of the above,Window,0
IQ Games,BSH,Analogy: Ignorance is to Education as Disease is to...?,Medicine,Hospital,None of the above,Doctor,0
IQ Games,BSH,Analogy: Writer is to Pen as Painter is to...?,Canvas,Easel,Brush,None of the above,2
IQ Games,BSH,Analogy: Thermometer is to Temperature as Barometer is to...?,Pressure,Wind,Weather,None of the above,0
IQ Games,BSH,Analogy: Bird is to Avian as Dog is to...?,Feline,Canine,Bovine,None of the above,1
IQ Games,BSH,Analogy: Chapter is to Book as Room is to...?,Door,None of the above,House,Window,2
IQ Games,BSH,Analogy: Ignorance is to Education as Disease is to...?,Hospital,Medicine,Doctor,None of the above,1
IQ Games,BSH,"If all Dogs are Creatures, and all Creatures breathe, what can be logically deduced?",All Creatures are Dogs,All Dogs breathe,No Dogs breathe,Some Dogs do not breathe,1
IQ Games,BSH,"If all Lions are Mammals, and all Mammals breathe, what can be logically deduced?",All Lions breathe,No Lions breathe,Some Lions do not breathe,All Mammals are Lions,0
IQ Games,BSH,"If all Lions are Animals, and all Animals run, what can be logically deduced?",Some Lions do not run,All Lions run,All Animals are Lions,No Lions run,1
IQ Games,BSH,"If all Lions are Animals, and all Animals run, what can be logically deduced?",All Lions run,No Lions run,All Animals are Lions,Some Lions do not run,0
IQ Games,BSH,"If all Dogs are Animals, and all Animals run, what can be logically deduced?",All Animals are Dogs,No Dogs run,Some Dogs do not run,All Dogs run,3
IQ Games,BSH,"If all Cats are Mammals, and all Mammals eat, what can be logically deduced?",No Cats eat,All Mammals are Cats,Some Cats do not eat,All Cats eat,3
IQ Games,BSH,"If all Cats are Creatures, and all Creatures breathe, what can be logically deduced?",All Cats breathe,No Cats breathe,All Creatures are Cats,Some Cats do not breathe,0
IQ Games,BSH,"If all Cats are Creatures, and all Creatures sleep, what can be logically deduced?",Some Cats do not sleep,All Cats sleep,All Creatures are Cats,No Cats sleep,1
IQ Games,BSH,"If all Lions are Creatures, and all Creatures breathe, what can be logically deduced?",No Lions breathe,All Lions breathe,Some Lions do not breathe,All Creatures are Lions,1
IQ Games,BSH,"If all Cats are Mammals, and all Mammals run, what can be logically deduced?",All Mammals are Cats,Some Cats do not run,All Cats run,No Cats run,2
IQ Games,BSH,"If all Birds are Mammals, and all Mammals sleep, what can be logically deduced?",All Mammals are Birds,Some Birds do not sleep,No Birds sleep,All Birds sleep,3
IQ Games,BSH,"If all Cats are Mammals, and all Mammals breathe, what can be logically deduced?",No Cats breathe,All Cats breathe,All Mammals are Cats,Some Cats do not breathe,1
IQ Games,BSH,"If all Dogs are Creatures, and all Creatures run, what can be logically deduced?",All Dogs run,Some Dogs do not run,No Dogs run,All Creatures are Dogs,0
IQ Games,BSH,"If all Lions are Mammals, and all Mammals sleep, what can be logically deduced?",No Lions sleep,All Mammals are Lions,All Lions sleep,Some Lions do not sleep,2
IQ Games,BSH,"If all Lions are Mammals, and all Mammals sleep, what can be logically deduced?",All Lions sleep,Some Lions do not sleep,All Mammals are Lions,No Lions sleep,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Technical Writer'?","Creates instructional manuals, how-to guides, and articles to communicate complex information clearly",Manages the financial accounts of a company,Writes fictional novels,Repairs IT hardware,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Public Relations (PR) Specialist'?",Creates and maintains a favorable public image for the organization they represent,Designs computer algorithms,Calculates structural loads for bridges,Performs chemical lab tests,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Corporate Trainer'?",Manages the company's supply chain,Educates employees and helps them develop specific skills required for their roles,Writes code for mobile applications,Audits financial statements,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Research Scientist'?",Sells products to retail customers,Drafts legal contracts,Plans and carries out experiments and investigations to broaden scientific knowledge,Designs marketing logos,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Academic Counselor'?",Performs surgical procedures,"Helps students choose courses, set academic goals, and navigate educational systems",Invests company funds in the stock market,Writes backend databases,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Soft Skills'?",Certifications in specific software tools,Coding abilities in Python and C++,The physical strength required for a job,"Interpersonal attributes like communication, teamwork, and problem-solving needed for career success",3
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Critical Thinking'?",The objective analysis and evaluation of an issue in order to form a judgment,Memorizing facts and figures for a test,Typing at a fast speed,Following instructions blindly without asking questions,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Emotional Intelligence (EQ)'?",A software used for human resources,The physical health of an employee,A mathematical score measuring logic,"The ability to understand, use, and manage your own emotions in positive ways",3
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Curriculum Vitae (CV)'?","A brief, one-page summary used only for part-time retail jobs","A detailed document highlighting professional and academic history, often used for academic or research roles",An invoice for freelance work,A legal contract of employment,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Networking'?",Installing physical cables between computers,The exchange of information and ideas among people with a common profession or special interest,Working strictly in isolation,Publishing an anonymous blog post,1
Career Questions,BSH,"Which career role or professional skill is best described as: 'Creates instructional manuals, how-to guides, and articles to communicate complex information clearly'?",Technical Writer,Agile Coach,Data Analyst,Project Management,0
Career Questions,BSH,Which career role or professional skill is best described as: 'Creates and maintains a favorable public image for the organization they represent'?,Agile Coach,Project Management,Public Relations (PR) Specialist,Data Analyst,2
Career Questions,BSH,Which career role or professional skill is best described as: 'Educates employees and helps them develop specific skills required for their roles'?,Project Management,Corporate Trainer,Agile Coach,Data Analyst,1
Career Questions,BSH,Which career role or professional skill is best described as: 'Plans and carries out experiments and investigations to broaden scientific knowledge'?,Agile Coach,Project Management,Data Analyst,Research Scientist,3
Career Questions,BSH,"Which career role or professional skill is best described as: 'Helps students choose courses, set academic goals, and navigate educational systems'?",Academic Counselor,Agile Coach,Project Management,Data Analyst,0
Career Questions,BSH,"Which career role or professional skill is best described as: 'Interpersonal attributes like communication, teamwork, and problem-solving needed for career success'?",Project Management,Agile Coach,Data Analyst,Soft Skills,3
Career Questions,BSH,Which career role or professional skill is best described as: 'The objective analysis and evaluation of an issue in order to form a judgment'?,Project Management,Critical Thinking,Data Analyst,Agile Coach,1
Career Questions,BSH,"Which career role or professional skill is best described as: 'The ability to understand, use, and manage your own emotions in positive ways'?",Data Analyst,Project Management,Agile Coach,Emotional Intelligence (EQ),3
Career Questions,BSH,"Which career role or professional skill is best described as: 'A detailed document highlighting professional and academic history, often used for academic or research roles'?",Agile Coach,Data Analyst,Curriculum Vitae (CV),Project Management,2
Career Questions,BSH,Which career role or professional skill is best described as: 'The exchange of information and ideas among people with a common profession or special interest'?,Data Analyst,Project Management,Networking,Agile Coach,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Technical Writer'?",Writes fictional novels,Repairs IT hardware,"Creates instructional manuals, how-to guides, and articles to communicate complex information clearly",Manages the financial accounts of a company,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Public Relations (PR) Specialist'?",Creates and maintains a favorable public image for the organization they represent,Performs chemical lab tests,Designs computer algorithms,Calculates structural loads for bridges,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Corporate Trainer'?",Audits financial statements,Educates employees and helps them develop specific skills required for their roles,Writes code for mobile applications,Manages the company's supply chain,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Research Scientist'?",Plans and carries out experiments and investigations to broaden scientific knowledge,Drafts legal contracts,Designs marketing logos,Sells products to retail customers,0
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Academic Counselor'?",Writes backend databases,"Helps students choose courses, set academic goals, and navigate educational systems",Performs surgical procedures,Invests company funds in the stock market,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Soft Skills'?",Certifications in specific software tools,Coding abilities in Python and C++,"Interpersonal attributes like communication, teamwork, and problem-solving needed for career success",The physical strength required for a job,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Critical Thinking'?",Typing at a fast speed,Following instructions blindly without asking questions,The objective analysis and evaluation of an issue in order to form a judgment,Memorizing facts and figures for a test,2
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Emotional Intelligence (EQ)'?",The physical health of an employee,"The ability to understand, use, and manage your own emotions in positive ways",A mathematical score measuring logic,A software used for human resources,1
Career Questions,BSH,"In the context of career development and the humanities, what is the best description of 'Curriculum Vitae (CV)'?","A brief, one-page summary used only for part-time retail jobs","A detailed document highlighting professional and academic history, often used for academic or research roles",A legal contract of employment,An invoice for freelance work,1
